Response_ID,Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
14770,07_2018,CO,61318,Not Available,Not Available
14771,07_2018,CO,61319,Not Available,Not Available
14772,07_2018,CO,61320,135,32
14773,07_2018,CO,61321,100,20
14774,07_2018,CO,61322,231,34
14775,07_2018,CO,61323,107,23
14776,07_2018,CO,61324,172,28
14777,07_2018,CO,61325,Not Available,Not Available
14778,07_2018,CO,61326,125,31
14779,07_2018,CO,61327,245,38
14780,07_2018,CO,61328,Not Available,Not Available
14781,07_2018,CO,61336,Not Available,Not Available
14782,07_2018,CO,61343,Not Available,Not Available
14783,07_2018,CO,63301,Not Available,Not Available
14784,07_2018,CT,70002,5372,28
14785,07_2018,CT,70003,341,31
14786,07_2018,CT,70004,340,26
14787,07_2018,CT,70005,874,19
14788,07_2018,CT,70006,1180,22
14789,07_2018,CT,70007,1667,23
14790,07_2018,CT,70008,374,28
14791,07_2018,CT,70010,652,19
14792,07_2018,CT,70011,595,27
14793,07_2018,CT,70012,266,21
14794,07_2018,CT,70016,730,22
14795,07_2018,CT,70017,1301,26
14796,07_2018,CT,70018,430,28
14797,07_2018,CT,70019,390,33
14798,07_2018,CT,70020,1539,29
14799,07_2018,CT,70021,507,31
14800,07_2018,CT,70022,747,21
14801,07_2018,CT,70024,854,25
14802,07_2018,CT,70025,2098,26
14803,07_2018,CT,70027,458,20
14804,07_2018,CT,70028,2089,30
14805,07_2018,CT,70029,446,24
14806,07_2018,CT,70031,886,23
14807,07_2018,CT,70033,514,26
14808,07_2018,CT,70034,740,23
14809,07_2018,CT,70035,1588,21
14810,07_2018,CT,70036,839,27
14811,07_2018,CT,70038,Not Available,Not Available
14812,07_2018,CT,70039,FEWER THAN 50,22
14813,07_2018,CT,70040,Not Available,Not Available
14814,07_2018,CT,73300,Not Available,Not Available
14815,07_2018,DE,80001,991,23
14816,07_2018,DE,80003,604,17
14817,07_2018,DE,80004,897,21
14818,07_2018,DE,80006,626,20
14819,07_2018,DE,80007,506,30
14820,07_2018,DE,80009,490,19
14821,07_2018,DE,83300,Not Available,Not Available
14822,07_2018,DC,90001,1896,20
14823,07_2018,DC,90003,537,13
14824,07_2018,DC,90004,429,26
14825,07_2018,DC,90005,2667,31
14826,07_2018,DC,90006,2026,34
14827,07_2018,DC,90008,247,6
14828,07_2018,DC,90011,451,27
14829,07_2018,DC,93300,Not Available,Not Available
14830,07_2018,FL,100001,3051,29
14831,07_2018,FL,100002,874,23
14832,07_2018,FL,100006,1553,16
14833,07_2018,FL,100007,11963,18
14834,07_2018,FL,100008,378,19
14835,07_2018,FL,100009,2238,15
14836,07_2018,FL,100012,5109,26
14837,07_2018,FL,100014,964,27
14838,07_2018,FL,100017,1877,23
14839,07_2018,FL,100018,2081,27
14840,07_2018,FL,100019,3277,26
14841,07_2018,FL,100022,9489,25
14842,07_2018,FL,100023,1132,23
14843,07_2018,FL,100025,2545,34
14844,07_2018,FL,100026,743,24
14845,07_2018,FL,100028,978,23
14846,07_2018,FL,100029,1276,22
14847,07_2018,FL,100030,813,13
14848,07_2018,FL,100032,909,18
14849,07_2018,FL,100034,2837,18
14850,07_2018,FL,100035,1896,22
14851,07_2018,FL,100038,2474,15
14852,07_2018,FL,100039,1925,13
14853,07_2018,FL,100040,3654,35
14854,07_2018,FL,100043,995,28
14855,07_2018,FL,100044,3545,25
14856,07_2018,FL,100045,1181,21
14857,07_2018,FL,100046,1431,25
14858,07_2018,FL,100047,572,25
14859,07_2018,FL,100048,112,29
14860,07_2018,FL,100049,491,24
14861,07_2018,FL,100050,168,7
14862,07_2018,FL,100051,1602,20
14863,07_2018,FL,100052,2820,24
14864,07_2018,FL,100053,750,24
14865,07_2018,FL,100054,335,24
14866,07_2018,FL,100055,874,24
14867,07_2018,FL,100057,2825,25
14868,07_2018,FL,100062,1779,27
14869,07_2018,FL,100063,1396,22
14870,07_2018,FL,100067,2946,22
14871,07_2018,FL,100068,2223,26
14872,07_2018,FL,100069,840,21
14873,07_2018,FL,100070,1360,28
14874,07_2018,FL,100071,1051,21
14875,07_2018,FL,100072,1562,23
14876,07_2018,FL,100073,1190,29
14877,07_2018,FL,100075,6603,17
14878,07_2018,FL,100077,988,24
14879,07_2018,FL,100080,1918,21
14880,07_2018,FL,100081,139,32
14881,07_2018,FL,100084,3897,29
14882,07_2018,FL,100086,1626,20
14883,07_2018,FL,100087,5164,32
14884,07_2018,FL,100088,189,20
14885,07_2018,FL,100090,632,24
14886,07_2018,FL,100092,856,22
14887,07_2018,FL,100093,2048,29
14888,07_2018,FL,100099,715,26
14889,07_2018,FL,100102,492,21
14890,07_2018,FL,100105,1568,26
14891,07_2018,FL,100106,125,22
14892,07_2018,FL,100107,408,21
14893,07_2018,FL,100109,2049,26
14894,07_2018,FL,100110,1226,21
14895,07_2018,FL,100113,2977,19
14896,07_2018,FL,100117,493,22
14897,07_2018,FL,100118,1621,28
14898,07_2018,FL,100121,518,22
14899,07_2018,FL,100122,624,26
14900,07_2018,FL,100124,606,23
14901,07_2018,FL,100125,293,9
14902,07_2018,FL,100126,709,22
14903,07_2018,FL,100127,5274,27
14904,07_2018,FL,100128,2864,17
14905,07_2018,FL,100130,211,17
14906,07_2018,FL,100131,1186,20
14907,07_2018,FL,100132,964,16
14908,07_2018,FL,100134,Not Available,Not Available
14909,07_2018,FL,100135,731,21
14910,07_2018,FL,100137,666,27
14911,07_2018,FL,100140,354,22
14912,07_2018,FL,100142,300,17
14913,07_2018,FL,100150,405,19
14914,07_2018,FL,100151,481,30
14915,07_2018,FL,100154,333,17
14916,07_2018,FL,100156,871,22
14917,07_2018,FL,100157,5661,22
14918,07_2018,FL,100161,1033,18
14919,07_2018,FL,100166,1017,25
14920,07_2018,FL,100167,2428,19
14921,07_2018,FL,100168,2673,31
14922,07_2018,FL,100173,2856,18
14923,07_2018,FL,100175,281,27
14924,07_2018,FL,100176,614,22
14925,07_2018,FL,100177,984,26
14926,07_2018,FL,100179,2215,17
14927,07_2018,FL,100180,613,17
14928,07_2018,FL,100181,119,11
14929,07_2018,FL,100183,734,24
14930,07_2018,FL,100187,712,26
14931,07_2018,FL,100189,1264,20
14932,07_2018,FL,100191,1250,20
14933,07_2018,FL,100200,859,21
14934,07_2018,FL,100204,2369,22
14935,07_2018,FL,100206,616,21
14936,07_2018,FL,100209,1206,22
14937,07_2018,FL,100211,337,23
14938,07_2018,FL,100212,2470,26
14939,07_2018,FL,100213,1362,25
14940,07_2018,FL,100217,582,30
14941,07_2018,FL,100220,3670,29
14942,07_2018,FL,100223,1165,20
14943,07_2018,FL,100224,1101,20
14944,07_2018,FL,100226,2090,18
14945,07_2018,FL,100228,1222,22
14946,07_2018,FL,100230,705,17
14947,07_2018,FL,100231,2102,22
14948,07_2018,FL,100232,831,21
14949,07_2018,FL,100236,1346,27
14950,07_2018,FL,100238,1401,20
14951,07_2018,FL,100240,Not Available,Not Available
14952,07_2018,FL,100242,1195,19
14953,07_2018,FL,100243,1204,20
14954,07_2018,FL,100244,2689,29
14955,07_2018,FL,100246,1255,20
14956,07_2018,FL,100248,1123,21
14957,07_2018,FL,100249,577,29
14958,07_2018,FL,100252,691,21
14959,07_2018,FL,100253,1583,22
14960,07_2018,FL,100254,1281,20
14961,07_2018,FL,100255,333,18
14962,07_2018,FL,100256,1226,22
14963,07_2018,FL,100258,715,26
14964,07_2018,FL,100259,1011,26
14965,07_2018,FL,100260,1309,24
14966,07_2018,FL,100264,1327,24
14967,07_2018,FL,100265,3427,28
14968,07_2018,FL,100266,907,33
14969,07_2018,FL,100267,532,24
14970,07_2018,FL,100268,624,20
14971,07_2018,FL,100269,1268,20
14972,07_2018,FL,100275,1193,18
14973,07_2018,FL,100276,987,13
14974,07_2018,FL,100277,Not Available,Not Available
14975,07_2018,FL,100281,2381,18
14976,07_2018,FL,100284,269,18
14977,07_2018,FL,100285,1022,14
14978,07_2018,FL,100286,661,25
14979,07_2018,FL,100287,647,21
14980,07_2018,FL,100288,841,23
14981,07_2018,FL,100289,1301,28
14982,07_2018,FL,100290,3678,37
14983,07_2018,FL,100291,531,28
14984,07_2018,FL,100292,1044,33
14985,07_2018,FL,100296,271,20
14986,07_2018,FL,100298,Not Available,Not Available
14987,07_2018,FL,100299,642,23
14988,07_2018,FL,100302,550,20
14989,07_2018,FL,100307,2509,34
14990,07_2018,FL,100313,101,35
14991,07_2018,FL,100314,237,15
14992,07_2018,FL,100315,1087,35
14993,07_2018,FL,100316,873,25
14994,07_2018,FL,100319,1464,26
14995,07_2018,FL,100320,495,20
14996,07_2018,FL,100321,486,35
14997,07_2018,FL,100322,166,82
14998,07_2018,FL,100328,Not Available,Not Available
14999,07_2018,FL,100329,Not Available,Not Available
15000,07_2018,FL,101300,Not Available,Not Available
15001,07_2018,FL,101301,179,25
15002,07_2018,FL,101303,Not Available,Not Available
15003,07_2018,FL,101304,Not Available,Not Available
15004,07_2018,FL,101305,Not Available,Not Available
15005,07_2018,FL,101307,Not Available,Not Available
15006,07_2018,FL,101308,78,18
15007,07_2018,FL,101309,52,19
15008,07_2018,FL,101310,211,23
15009,07_2018,FL,101311,FEWER THAN 50,23
15010,07_2018,FL,101312,93,32
15011,07_2018,FL,101313,147,30
15012,07_2018,FL,103300,Not Available,Not Available
15013,07_2018,FL,103301,Not Available,Not Available
15014,07_2018,FL,103303,Not Available,Not Available
15015,07_2018,FL,103304,Not Available,Not Available
15016,07_2018,GA,110001,392,15
15017,07_2018,GA,110002,243,17
15018,07_2018,GA,110003,525,16
15019,07_2018,GA,110005,2351,21
15020,07_2018,GA,110006,891,27
15021,07_2018,GA,110007,1190,16
15022,07_2018,GA,110008,1346,23
15023,07_2018,GA,110010,423,22
15024,07_2018,GA,110011,1057,20
15025,07_2018,GA,110015,306,16
15026,07_2018,GA,110016,608,15
15027,07_2018,GA,110018,645,16
15028,07_2018,GA,110023,511,17
15029,07_2018,GA,110024,538,16
15030,07_2018,GA,110025,460,19
15031,07_2018,GA,110026,103,23
15032,07_2018,GA,110027,241,17
15033,07_2018,GA,110028,516,21
15034,07_2018,GA,110029,3446,27
15035,07_2018,GA,110030,1164,20
15036,07_2018,GA,110031,640,20
15037,07_2018,GA,110032,230,21
15038,07_2018,GA,110034,650,16
15039,07_2018,GA,110035,3203,21
15040,07_2018,GA,110036,1965,22
15041,07_2018,GA,110038,634,19
15042,07_2018,GA,110039,416,28
15043,07_2018,GA,110040,119,19
15044,07_2018,GA,110041,251,18
15045,07_2018,GA,110042,621,20
15046,07_2018,GA,110043,536,26
15047,07_2018,GA,110044,336,16
15048,07_2018,GA,110045,143,19
15049,07_2018,GA,110046,512,24
15050,07_2018,GA,110050,80,19
15051,07_2018,GA,110051,435,30
15052,07_2018,GA,110054,797,15
15053,07_2018,GA,110064,711,13
15054,07_2018,GA,110069,545,27
15055,07_2018,GA,110071,110,24
15056,07_2018,GA,110073,184,27
15057,07_2018,GA,110074,1322,22
15058,07_2018,GA,110075,657,26
15059,07_2018,GA,110076,677,13
15060,07_2018,GA,110078,582,14
15061,07_2018,GA,110079,732,10
15062,07_2018,GA,110082,603,27
15063,07_2018,GA,110083,2366,22
15064,07_2018,GA,110086,110,39
15065,07_2018,GA,110087,1448,15
15066,07_2018,GA,110089,405,15
15067,07_2018,GA,110091,457,26
15068,07_2018,GA,110092,170,25
15069,07_2018,GA,110095,956,16
15070,07_2018,GA,110100,67,38
15071,07_2018,GA,110101,FEWER THAN 50,22
15072,07_2018,GA,110104,544,26
15073,07_2018,GA,110105,459,24
15074,07_2018,GA,110107,502,21
15075,07_2018,GA,110109,171,30
15076,07_2018,GA,110111,90,26
15077,07_2018,GA,110113,57,30
15078,07_2018,GA,110115,1115,16
15079,07_2018,GA,110121,206,20
15080,07_2018,GA,110122,721,23
15081,07_2018,GA,110124,223,12
15082,07_2018,GA,110125,959,19
15083,07_2018,GA,110128,344,23
15084,07_2018,GA,110129,1281,30
15085,07_2018,GA,110130,61,9
15086,07_2018,GA,110132,323,25
15087,07_2018,GA,110135,163,25
15088,07_2018,GA,110142,128,21
15089,07_2018,GA,110143,1406,14
15090,07_2018,GA,110146,259,16
15091,07_2018,GA,110150,426,26
15092,07_2018,GA,110153,251,35
15093,07_2018,GA,110161,5716,17
15094,07_2018,GA,110164,1677,21
15095,07_2018,GA,110165,388,25
15096,07_2018,GA,110168,1375,25
15097,07_2018,GA,110177,2289,22
15098,07_2018,GA,110184,562,17
15099,07_2018,GA,110187,56,25
15100,07_2018,GA,110189,293,31
15101,07_2018,GA,110190,Not Available,Not Available
15102,07_2018,GA,110191,2026,10
15103,07_2018,GA,110192,1317,18
15104,07_2018,GA,110194,129,17
15105,07_2018,GA,110198,725,23
15106,07_2018,GA,110200,515,40
15107,07_2018,GA,110201,514,23
15108,07_2018,GA,110209,Not Available,Not Available
15109,07_2018,GA,110215,1777,18
15110,07_2018,GA,110225,566,21
15111,07_2018,GA,110226,309,8
15112,07_2018,GA,110229,1204,17
15113,07_2018,GA,110230,664,21
15114,07_2018,GA,110233,269,19
15115,07_2018,GA,110234,FEWER THAN 50,22
15116,07_2018,GA,110236,148,30
15117,07_2018,GA,111300,FEWER THAN 50,15
15118,07_2018,GA,111302,Not Available,Not Available
15119,07_2018,GA,111303,Not Available,Not Available
15120,07_2018,GA,111304,85,25
15121,07_2018,GA,111305,FEWER THAN 50,21
15122,07_2018,GA,111306,FEWER THAN 50,23
15123,07_2018,GA,111308,FEWER THAN 50,27
15124,07_2018,GA,111310,174,21
15125,07_2018,GA,111311,Not Available,Not Available
15126,07_2018,GA,111312,FEWER THAN 50,17
15127,07_2018,GA,111313,64,18
15128,07_2018,GA,111314,FEWER THAN 50,15
15129,07_2018,GA,111316,FEWER THAN 50,20
15130,07_2018,GA,111318,FEWER THAN 50,18
15131,07_2018,GA,111319,91,35
15132,07_2018,GA,111320,156,29
15133,07_2018,GA,111323,Not Available,Not Available
15134,07_2018,GA,111324,59,32
15135,07_2018,GA,111325,FEWER THAN 50,15
15136,07_2018,GA,111326,FEWER THAN 50,21
15137,07_2018,GA,111327,244,23
15138,07_2018,GA,111328,FEWER THAN 50,25
15139,07_2018,GA,111329,138,30
15140,07_2018,GA,111330,165,24
15141,07_2018,GA,111331,61,27
15142,07_2018,GA,111332,69,21
15143,07_2018,GA,111333,53,17
15144,07_2018,GA,111334,133,36
15145,07_2018,GA,111335,203,25
15146,07_2018,GA,111336,67,25
15147,07_2018,GA,113300,Not Available,Not Available
15148,07_2018,GA,113301,Not Available,Not Available
15149,07_2018,HI,120001,2708,25
15150,07_2018,HI,120002,562,24
15151,07_2018,HI,120004,194,21
15152,07_2018,HI,120005,517,20
15153,07_2018,HI,120006,783,28
15154,07_2018,HI,120007,293,34
15155,07_2018,HI,120011,3428,38
15156,07_2018,HI,120014,499,19
15157,07_2018,HI,120019,454,18
15158,07_2018,HI,120022,1447,30
15159,07_2018,HI,120026,1237,30
15160,07_2018,HI,120028,340,24
15161,07_2018,HI,121300,72,15
15162,07_2018,HI,121301,Not Available,Not Available
15163,07_2018,HI,121302,Not Available,Not Available
15164,07_2018,HI,121303,Not Available,Not Available
15165,07_2018,HI,121304,Not Available,Not Available
15166,07_2018,HI,121305,Not Available,Not Available
15167,07_2018,HI,121306,Not Available,Not Available
15168,07_2018,HI,121307,Not Available,Not Available
15169,07_2018,HI,121308,Not Available,Not Available
15170,07_2018,HI,123300,Not Available,Not Available
15171,07_2018,HI,123301,Not Available,Not Available
15172,07_2018,ID,130002,1464,24
15173,07_2018,ID,130003,959,40
15174,07_2018,ID,130006,2318,28
15175,07_2018,ID,130007,2687,28
15176,07_2018,ID,130013,557,24
15177,07_2018,ID,130014,601,23
15178,07_2018,ID,130018,1077,21
15179,07_2018,ID,130025,509,28
15180,07_2018,ID,130028,569,25
15181,07_2018,ID,130049,1059,31
15182,07_2018,ID,130063,247,40
15183,07_2018,ID,130065,355,36
15184,07_2018,ID,130066,538,54
15185,07_2018,ID,130067,FEWER THAN 50,44
15186,07_2018,ID,130071,Not Available,Not Available
15187,07_2018,ID,131301,Not Available,Not Available
15188,07_2018,ID,131302,129,36
15189,07_2018,ID,131303,Not Available,Not Available
15190,07_2018,ID,131304,Not Available,Not Available
15191,07_2018,ID,131305,113,39
15192,07_2018,ID,131307,69,31
15193,07_2018,ID,131308,Not Available,Not Available
15194,07_2018,ID,131309,FEWER THAN 50,33
15195,07_2018,ID,131310,85,25
15196,07_2018,ID,131311,108,20
15197,07_2018,ID,131312,176,39
15198,07_2018,ID,131313,FEWER THAN 50,31
15199,07_2018,ID,131314,FEWER THAN 50,26
15200,07_2018,ID,131315,90,27
15201,07_2018,ID,131316,75,35
15202,07_2018,ID,131317,65,30
15203,07_2018,ID,131318,FEWER THAN 50,26
15204,07_2018,ID,131319,114,50
15205,07_2018,ID,131320,244,40
15206,07_2018,ID,131321,229,43
15207,07_2018,ID,131322,130,25
15208,07_2018,ID,131323,286,34
15209,07_2018,ID,131324,Not Available,Not Available
15210,07_2018,ID,131325,301,24
15211,07_2018,ID,131326,302,25
15212,07_2018,ID,131327,239,27
15213,07_2018,ID,131328,310,29
15214,07_2018,IL,140001,476,35
15215,07_2018,IL,140002,917,39
15216,07_2018,IL,140007,410,23
15217,07_2018,IL,140008,1037,25
15218,07_2018,IL,140010,4385,29
15219,07_2018,IL,140011,629,24
15220,07_2018,IL,140012,386,22
15221,07_2018,IL,140013,528,31
15222,07_2018,IL,140015,513,27
15223,07_2018,IL,140018,537,8
15224,07_2018,IL,140019,FEWER THAN 50,30
15225,07_2018,IL,140029,802,22
15226,07_2018,IL,140030,1730,24
15227,07_2018,IL,140032,1269,36
15228,07_2018,IL,140033,Not Available,Not Available
15229,07_2018,IL,140034,374,22
15230,07_2018,IL,140040,351,28
15231,07_2018,IL,140043,505,30
15232,07_2018,IL,140046,400,24
15233,07_2018,IL,140048,735,12
15234,07_2018,IL,140049,599,20
15235,07_2018,IL,140052,679,30
15236,07_2018,IL,140053,2090,30
15237,07_2018,IL,140054,1245,26
15238,07_2018,IL,140058,415,27
15239,07_2018,IL,140059,200,43
15240,07_2018,IL,140062,1154,36
15241,07_2018,IL,140063,649,21
15242,07_2018,IL,140064,342,26
15243,07_2018,IL,140065,1571,29
15244,07_2018,IL,140067,4141,28
15245,07_2018,IL,140068,257,13
15246,07_2018,IL,140077,69,10
15247,07_2018,IL,140080,451,18
15248,07_2018,IL,140082,464,20
15249,07_2018,IL,140083,FEWER THAN 50,4
15250,07_2018,IL,140084,1312,21
15251,07_2018,IL,140088,2996,17
15252,07_2018,IL,140089,227,29
15253,07_2018,IL,140091,4041,25
15254,07_2018,IL,140093,274,24
15255,07_2018,IL,140095,255,8
15256,07_2018,IL,140100,362,26
15257,07_2018,IL,140101,367,39
15258,07_2018,IL,140103,279,6
15259,07_2018,IL,140110,414,24
15260,07_2018,IL,140113,450,36
15261,07_2018,IL,140114,552,16
15262,07_2018,IL,140115,143,14
15263,07_2018,IL,140116,2570,28
15264,07_2018,IL,140117,425,26
15265,07_2018,IL,140118,567,22
15266,07_2018,IL,140119,2711,22
15267,07_2018,IL,140120,373,21
15268,07_2018,IL,140122,2060,28
15269,07_2018,IL,140124,1294,10
15270,07_2018,IL,140125,510,29
15271,07_2018,IL,140127,1680,30
15272,07_2018,IL,140130,398,30
15273,07_2018,IL,140133,406,8
15274,07_2018,IL,140135,976,26
15275,07_2018,IL,140137,119,26
15276,07_2018,IL,140143,415,31
15277,07_2018,IL,140145,320,35
15278,07_2018,IL,140147,290,27
15279,07_2018,IL,140148,2261,23
15280,07_2018,IL,140150,446,9
15281,07_2018,IL,140155,371,26
15282,07_2018,IL,140158,825,14
15283,07_2018,IL,140160,709,28
15284,07_2018,IL,140161,340,30
15285,07_2018,IL,140162,783,31
15286,07_2018,IL,140164,466,21
15287,07_2018,IL,140166,1029,26
15288,07_2018,IL,140167,92,25
15289,07_2018,IL,140172,329,16
15290,07_2018,IL,140174,289,23
15291,07_2018,IL,140176,Not Available,Not Available
15292,07_2018,IL,140177,318,13
15293,07_2018,IL,140179,456,18
15294,07_2018,IL,140180,331,13
15295,07_2018,IL,140181,219,14
15296,07_2018,IL,140182,1697,18
15297,07_2018,IL,140184,543,28
15298,07_2018,IL,140185,1981,36
15299,07_2018,IL,140186,338,29
15300,07_2018,IL,140187,1579,27
15301,07_2018,IL,140189,721,24
15302,07_2018,IL,140191,751,29
15303,07_2018,IL,140197,FEWER THAN 50,18
15304,07_2018,IL,140200,875,27
15305,07_2018,IL,140202,2075,22
15306,07_2018,IL,140206,536,22
15307,07_2018,IL,140208,5224,20
15308,07_2018,IL,140209,899,25
15309,07_2018,IL,140210,199,25
15310,07_2018,IL,140211,877,33
15311,07_2018,IL,140213,4017,28
15312,07_2018,IL,140217,309,30
15313,07_2018,IL,140223,3719,24
15314,07_2018,IL,140224,290,20
15315,07_2018,IL,140228,1354,26
15316,07_2018,IL,140231,2257,28
15317,07_2018,IL,140233,2525,33
15318,07_2018,IL,140234,417,34
15319,07_2018,IL,140239,1764,21
15320,07_2018,IL,140240,529,25
15321,07_2018,IL,140242,1352,32
15322,07_2018,IL,140250,1238,17
15323,07_2018,IL,140251,394,22
15324,07_2018,IL,140252,2423,27
15325,07_2018,IL,140258,1450,29
15326,07_2018,IL,140275,707,25
15327,07_2018,IL,140276,3059,21
15328,07_2018,IL,140280,833,27
15329,07_2018,IL,140281,1195,23
15330,07_2018,IL,140286,978,30
15331,07_2018,IL,140288,2771,29
15332,07_2018,IL,140289,350,41
15333,07_2018,IL,140290,1729,28
15334,07_2018,IL,140291,2008,29
15335,07_2018,IL,140292,261,13
15336,07_2018,IL,140294,203,36
15337,07_2018,IL,140300,69,12
15338,07_2018,IL,140304,687,16
15339,07_2018,IL,140307,711,38
15340,07_2018,IL,141300,FEWER THAN 50,40
15341,07_2018,IL,141301,58,43
15342,07_2018,IL,141302,94,44
15343,07_2018,IL,141303,55,44
15344,07_2018,IL,141304,FEWER THAN 50,42
15345,07_2018,IL,141305,79,29
15346,07_2018,IL,141306,61,40
15347,07_2018,IL,141307,96,37
15348,07_2018,IL,141308,52,45
15349,07_2018,IL,141309,73,46
15350,07_2018,IL,141310,76,35
15351,07_2018,IL,141311,78,31
15352,07_2018,IL,141312,100,30
15353,07_2018,IL,141313,FEWER THAN 50,27
15354,07_2018,IL,141315,61,31
15355,07_2018,IL,141316,60,27
15356,07_2018,IL,141317,252,28
15357,07_2018,IL,141318,55,35
15358,07_2018,IL,141319,484,36
15359,07_2018,IL,141320,154,30
15360,07_2018,IL,141321,FEWER THAN 50,25
15361,07_2018,IL,141322,151,30
15362,07_2018,IL,141323,217,31
15363,07_2018,IL,141324,97,21
15364,07_2018,IL,141325,87,30
15365,07_2018,IL,141326,109,31
15366,07_2018,IL,141327,238,51
15367,07_2018,IL,141328,100,27
15368,07_2018,IL,141329,84,37
15369,07_2018,IL,141330,167,50
15370,07_2018,IL,141331,89,23
15371,07_2018,IL,141332,53,28
15372,07_2018,IL,141333,FEWER THAN 50,31
15373,07_2018,IL,141334,78,24
15374,07_2018,IL,141335,72,23
15375,07_2018,IL,141336,215,37
15376,07_2018,IL,141337,167,32
15377,07_2018,IL,141338,160,45
15378,07_2018,IL,141339,157,25
15379,07_2018,IL,141340,169,28
15380,07_2018,IL,141341,77,34
15381,07_2018,IL,141342,110,34
15382,07_2018,IL,141343,98,18
15383,07_2018,IL,141344,111,29
15384,07_2018,IL,141345,138,42
15385,07_2018,IL,141346,78,31
15386,07_2018,IL,141347,101,28
15387,07_2018,IL,141348,203,39
15388,07_2018,IL,141349,59,24
15389,07_2018,IL,141350,282,31
15390,07_2018,IL,141351,86,26
15391,07_2018,IL,143300,Not Available,Not Available
15392,07_2018,IL,143301,Not Available,Not Available
15393,07_2018,IL,143302,Not Available,Not Available
15394,07_2018,IN,150001,335,38
15395,07_2018,IN,150002,845,14
15396,07_2018,IN,150004,421,14
15397,07_2018,IN,150005,333,31
15398,07_2018,IN,150006,826,26
15399,07_2018,IN,150007,588,21
15400,07_2018,IN,150008,511,13
15401,07_2018,IN,150009,707,26
15402,07_2018,IN,150010,977,33
15403,07_2018,IN,150011,472,20
15404,07_2018,IN,150012,2121,29
15405,07_2018,IN,150015,789,20
15406,07_2018,IN,150017,2066,29
15407,07_2018,IN,150018,408,30
15408,07_2018,IN,150021,3269,39
15409,07_2018,IN,150022,192,28
15410,07_2018,IN,150023,590,24
15411,07_2018,IN,150024,542,10
15412,07_2018,IN,150026,995,28
15413,07_2018,IN,150030,484,32
15414,07_2018,IN,150034,1282,26
15415,07_2018,IN,150035,862,26
15416,07_2018,IN,150037,592,39
15417,07_2018,IN,150042,506,29
15418,07_2018,IN,150044,1054,27
15419,07_2018,IN,150045,350,27
15420,07_2018,IN,150046,735,22
15421,07_2018,IN,150047,527,24
15422,07_2018,IN,150048,1473,24
15423,07_2018,IN,150051,636,22
15424,07_2018,IN,150056,1399,20
15425,07_2018,IN,150057,945,37
15426,07_2018,IN,150058,433,26
15427,07_2018,IN,150059,739,33
15428,07_2018,IN,150061,302,25
15429,07_2018,IN,150064,172,36
15430,07_2018,IN,150065,287,25
15431,07_2018,IN,150069,421,25
15432,07_2018,IN,150072,401,34
15433,07_2018,IN,150074,1844,21
15434,07_2018,IN,150075,344,30
15435,07_2018,IN,150076,337,25
15436,07_2018,IN,150082,5178,29
15437,07_2018,IN,150084,4327,30
15438,07_2018,IN,150086,372,27
15439,07_2018,IN,150088,1120,36
15440,07_2018,IN,150089,565,22
15441,07_2018,IN,150090,462,25
15442,07_2018,IN,150091,360,33
15443,07_2018,IN,150097,478,23
15444,07_2018,IN,150100,2814,38
15445,07_2018,IN,150101,366,35
15446,07_2018,IN,150102,112,34
15447,07_2018,IN,150104,382,22
15448,07_2018,IN,150109,1067,28
15449,07_2018,IN,150112,665,30
15450,07_2018,IN,150113,544,28
15451,07_2018,IN,150115,343,34
15452,07_2018,IN,150125,2235,26
15453,07_2018,IN,150126,1187,26
15454,07_2018,IN,150128,542,24
15455,07_2018,IN,150133,496,24
15456,07_2018,IN,150146,372,41
15457,07_2018,IN,150149,447,18
15458,07_2018,IN,150150,542,19
15459,07_2018,IN,150153,1380,44
15460,07_2018,IN,150157,883,26
15461,07_2018,IN,150158,626,24
15462,07_2018,IN,150160,1315,52
15463,07_2018,IN,150161,854,26
15464,07_2018,IN,150162,2590,26
15465,07_2018,IN,150165,447,26
15466,07_2018,IN,150166,263,32
15467,07_2018,IN,150167,374,61
15468,07_2018,IN,150168,325,35
15469,07_2018,IN,150169,596,22
15470,07_2018,IN,150172,250,39
15471,07_2018,IN,150173,646,25
15472,07_2018,IN,150175,547,41
15473,07_2018,IN,150176,282,24
15474,07_2018,IN,150177,174,44
15475,07_2018,IN,150179,Not Available,Not Available
15476,07_2018,IN,150181,283,26
15477,07_2018,IN,150182,226,69
15478,07_2018,IN,150183,263,31
15479,07_2018,IN,151300,92,39
15480,07_2018,IN,151301,106,27
15481,07_2018,IN,151302,61,32
15482,07_2018,IN,151303,53,37
15483,07_2018,IN,151304,102,30
15484,07_2018,IN,151305,125,29
15485,07_2018,IN,151306,FEWER THAN 50,19
15486,07_2018,IN,151307,55,24
15487,07_2018,IN,151308,FEWER THAN 50,19
15488,07_2018,IN,151309,52,24
15489,07_2018,IN,151310,293,42
15490,07_2018,IN,151311,183,39
15491,07_2018,IN,151312,83,27
15492,07_2018,IN,151313,192,24
15493,07_2018,IN,151314,Not Available,Not Available
15494,07_2018,IN,151315,273,32
15495,07_2018,IN,151316,66,31
15496,07_2018,IN,151317,127,26
15497,07_2018,IN,151318,156,25
15498,07_2018,IN,151319,66,27
15499,07_2018,IN,151320,254,27
15500,07_2018,IN,151322,170,32
15501,07_2018,IN,151323,212,32
