License_ID,State,Latitude
License_2272,Auckland (7),-879.1578131
License_2273,Bay Of Plenty (2),-879.5277933
License_2274,Auckland (7),-879.8977735
License_2275,Bay Of Plenty (2),-880.2677538
License_2276,Canterbury (4),-880.637734
License_2277,Gisborne (3),-881.0077142
License_2278,Manawatu Wanganui (6),-881.3776945
License_2279,Marlborough (1),-881.7476747
License_2280,Nelson (1),-882.1176549
License_2281,Northland (1),-882.4876352
License_2282,Otago (3),-882.8576154
License_2283,Southland (1),-883.2275956
License_2284,Taranaki (1),-883.5975759
License_2285,Auckland (7),-883.9675561
License_2286,Bay Of Plenty (2),-884.3375364
License_2287,Auckland (7),-884.7075166
License_2288,Bay Of Plenty (2),-885.0774968
License_2289,Canterbury (4),-885.4474771
License_2290,Gisborne (3),-885.8174573
License_2291,Manawatu Wanganui (6),-886.1874375
License_2292,Marlborough (1),-886.5574178
License_2293,Nelson (1),-886.927398
License_2294,Northland (1),-887.2973782
License_2295,Otago (3),-887.6673585
License_2296,Southland (1),-888.0373387
License_2297,Taranaki (1),-888.4073189
License_2298,Auckland (7),-888.7772992
License_2299,Bay Of Plenty (2),-889.1472794
License_2300,Auckland (7),-889.5172597
License_2301,Bay Of Plenty (2),-889.8872399
License_2302,Canterbury (4),-890.2572201
License_2303,Gisborne (3),-890.6272004
License_2304,Manawatu Wanganui (6),-890.9971806
License_2305,Marlborough (1),-891.3671608
License_2306,Nelson (1),-891.7371411
License_2307,Northland (1),-892.1071213
License_2308,Otago (3),-892.4771015
License_2309,Southland (1),-892.8470818
License_2310,Taranaki (1),-893.217062
License_2311,Auckland (7),-893.5870422
License_2312,Bay Of Plenty (2),-893.9570225
License_2313,Auckland (7),-894.3270027
License_2314,Bay Of Plenty (2),-894.696983
License_2315,Canterbury (4),-895.0669632
License_2316,Gisborne (3),-895.4369434
License_2317,Manawatu Wanganui (6),-895.8069237
License_2318,Marlborough (1),-896.1769039
License_2319,Nelson (1),-896.5468841
License_2320,Northland (1),-896.9168644
License_2321,Otago (3),-897.2868446
License_2322,Southland (1),-897.6568248
License_2323,Taranaki (1),-898.0268051
License_2324,Auckland (7),-898.3967853
License_2325,Bay Of Plenty (2),-898.7667655
License_2326,Auckland (7),-899.1367458
License_2327,Bay Of Plenty (2),-899.506726
License_2328,Canterbury (4),-899.8767063
License_2329,Gisborne (3),-900.2466865
License_2330,Manawatu Wanganui (6),-900.6166667
License_2331,Marlborough (1),-900.986647
License_2332,Nelson (1),-901.3566272
License_2333,Northland (1),-901.7266074
License_2334,Otago (3),-902.0965877
License_2335,Southland (1),-902.4665679
License_2336,Taranaki (1),-902.8365481
License_2337,Auckland (7),-903.2065284
License_2338,Bay Of Plenty (2),-903.5765086
License_2339,Auckland (7),-903.9464888
License_2340,Bay Of Plenty (2),-904.3164691
License_2341,Canterbury (4),-904.6864493
License_2342,Gisborne (3),-905.0564296
License_2343,Manawatu Wanganui (6),-905.4264098
License_2344,Marlborough (1),-905.79639
License_2345,Nelson (1),-906.1663703
License_2346,Northland (1),-906.5363505
License_2347,Auckland (7),-906.9063307
License_2348,Bay Of Plenty (2),-907.276311
License_2349,Canterbury (4),-907.6462912
License_2350,Gisborne (3),-908.0162714
License_2351,Manawatu Wanganui (6),-908.3862517
License_2352,Marlborough (1),-908.7562319
License_2353,Nelson (1),-909.1262121
License_2354,Northland (1),-909.4961924
License_2355,Otago (3),-909.8661726
License_2356,Southland (1),-910.2361529
License_2357,Taranaki (1),-910.6061331
License_2358,Auckland (7),-910.9761133
License_2359,Bay Of Plenty (2),-911.3460936
License_2360,Auckland (7),-911.7160738
License_2361,Bay Of Plenty (2),-912.086054
License_2362,Canterbury (4),-912.4560343
License_2363,Gisborne (3),-912.8260145
License_2364,Manawatu Wanganui (6),-913.1959947
License_2365,Marlborough (1),-913.565975
License_2366,Nelson (1),-913.9359552
License_2367,Northland (1),-914.3059354
License_2368,Otago (3),-914.6759157
License_2369,Southland (1),-915.0458959
License_2370,Taranaki (1),-915.4158762
License_2371,Auckland (7),-915.7858564
License_2372,Bay Of Plenty (2),-916.1558366
License_2373,Auckland (7),-916.5258169
License_2374,Bay Of Plenty (2),-916.8957971
License_2375,Canterbury (4),-917.2657773
License_2376,Gisborne (3),-917.6357576
License_2377,Manawatu Wanganui (6),-918.0057378
License_2378,Marlborough (1),-918.375718
License_2379,Nelson (1),-918.7456983
License_2380,Northland (1),-919.1156785
License_2381,Otago (3),-919.4856587
License_2382,Southland (1),-919.855639
License_2383,Taranaki (1),-920.2256192
License_2384,Auckland (7),-920.5955995
License_2385,Bay Of Plenty (2),-920.9655797
License_2386,Auckland (7),-921.3355599
License_2387,Bay Of Plenty (2),-921.7055402
License_2388,Canterbury (4),-922.0755204
License_2389,Gisborne (3),-922.4455006
License_2390,Manawatu Wanganui (6),-922.8154809
License_2391,Marlborough (1),-923.1854611
License_2392,Nelson (1),-923.5554413
License_2393,Northland (1),-923.9254216
License_2394,Otago (3),-924.2954018
License_2395,Southland (1),-924.665382
License_2396,Taranaki (1),-925.0353623
License_2397,Auckland (7),-925.4053425
License_2398,Bay Of Plenty (2),-925.7753228
License_2399,Auckland (7),-926.145303
License_2400,Bay Of Plenty (2),-926.5152832
License_2401,Canterbury (4),-926.8852635
License_2402,Gisborne (3),-927.2552437
License_2403,Manawatu Wanganui (6),-927.6252239
License_2404,Marlborough (1),-927.9952042
License_2405,Nelson (1),-928.3651844
License_2406,Northland (1),-928.7351646
License_2407,Otago (3),-929.1051449
License_2408,Southland (1),-929.4751251
License_2409,Taranaki (1),-929.8451053
License_2410,Auckland (7),-930.2150856
License_2411,Bay Of Plenty (2),-930.5850658
License_2412,Auckland (7),-930.9550461
License_2413,Bay Of Plenty (2),-931.3250263
License_2414,Canterbury (4),-931.6950065
License_2415,Gisborne (3),-932.0649868
License_2416,Manawatu Wanganui (6),-932.434967
License_2417,Marlborough (1),-932.8049472
License_2418,Nelson (1),-933.1749275
License_2419,Northland (1),-933.5449077
License_2420,Otago (3),-933.9148879
License_2421,Southland (1),-934.2848682
License_2422,Taranaki (1),-934.6548484
License_2423,Auckland (7),-935.0248286
License_2424,Bay Of Plenty (2),-935.3948089
License_2425,Auckland (7),-935.7647891
License_2426,Bay Of Plenty (2),-936.1347694
License_2427,Canterbury (4),-936.5047496
License_2428,Gisborne (3),-936.8747298
License_2429,Manawatu Wanganui (6),-937.2447101
License_2430,Marlborough (1),-937.6146903
License_2431,Nelson (1),-937.9846705
License_2432,Northland (1),-938.3546508
License_2433,Otago (3),-938.724631
License_2434,Southland (1),-939.0946112
License_2435,Taranaki (1),-939.4645915
License_2436,Auckland (7),-939.8345717
License_2437,Bay Of Plenty (2),-940.2045519
License_2438,Auckland (7),-940.5745322
License_2439,Bay Of Plenty (2),-940.9445124
License_2440,Canterbury (4),-941.3144927
License_2441,Gisborne (3),-941.6844729
License_2442,Manawatu Wanganui (6),-942.0544531
License_2443,Marlborough (1),-942.4244334
License_2444,Nelson (1),-942.7944136
License_2445,Northland (1),-943.1643938
License_2446,Otago (3),-943.5343741
License_2447,Southland (1),-943.9043543
License_2448,Taranaki (1),-944.2743345
License_2449,Auckland (7),-944.6443148
License_2450,Bay Of Plenty (2),-945.014295
License_2451,Auckland (7),-945.3842752
License_2452,Bay Of Plenty (2),-945.7542555
License_2453,Canterbury (4),-946.1242357
License_2454,Gisborne (3),-946.494216
License_2455,Manawatu Wanganui (6),-946.8641962
License_2456,Marlborough (1),-947.2341764
License_2457,Nelson (1),-947.6041567
License_2458,Northland (1),-947.9741369
License_2459,Otago (3),-948.3441171
License_2460,Southland (1),-948.7140974
License_2461,Taranaki (1),-949.0840776
License_2462,Auckland (7),-949.4540578
License_2463,Bay Of Plenty (2),-949.8240381
License_2464,Auckland (7),-950.1940183
License_2465,Bay Of Plenty (2),-950.5639985
License_2466,Canterbury (4),-950.9339788
License_2467,Gisborne (3),-951.303959
License_2468,Manawatu Wanganui (6),-951.6739393
License_2469,Marlborough (1),-952.0439195
License_2470,Nelson (1),-952.4138997
License_2471,Northland (1),-952.78388
License_2472,Otago (3),-953.1538602
License_2473,Southland (1),-953.5238404
License_2474,Taranaki (1),-953.8938207
License_2475,Auckland (7),-954.2638009
License_2476,Bay Of Plenty (2),-954.6337811
License_2477,Auckland (7),-955.0037614
License_2478,Bay Of Plenty (2),-955.3737416
License_2479,Canterbury (4),-955.7437218
License_2480,Gisborne (3),-956.1137021
License_2481,Manawatu Wanganui (6),-956.4836823
License_2482,Marlborough (1),-956.8536626
License_2483,Nelson (1),-957.2236428
License_2484,Northland (1),-957.593623
License_2485,Auckland (7),-957.9636033
License_2486,Bay Of Plenty (2),-958.3335835
License_2487,Canterbury (4),-958.7035637
License_2488,Gisborne (3),-959.073544
License_2489,Manawatu Wanganui (6),-959.4435242
License_2490,Marlborough (1),-959.8135044
License_2491,Nelson (1),-960.1834847
License_2492,Northland (1),-960.5534649
License_2493,Otago (3),-960.9234452
License_2494,Southland (1),-961.2934254
License_2495,Taranaki (1),-961.6634056
License_2496,Auckland (7),-962.0333859
License_2497,Bay Of Plenty (2),-962.4033661
License_2498,Auckland (7),-962.7733463
License_2499,Bay Of Plenty (2),-963.1433266
License_2500,Canterbury (4),-963.5133068
License_2501,Gisborne (3),-963.883287
License_2502,Manawatu Wanganui (6),-964.2532673
License_2503,Marlborough (1),-964.6232475
License_2504,Nelson (1),-964.9932277
License_2505,Northland (1),-965.363208
License_2506,Otago (3),-965.7331882
License_2507,Southland (1),-966.1031685
License_2508,Taranaki (1),-966.4731487
License_2509,Auckland (7),-966.8431289
License_2510,Bay Of Plenty (2),-967.2131092
License_2511,Auckland (7),-967.5830894
License_2512,Bay Of Plenty (2),-967.9530696
License_2513,Canterbury (4),-968.3230499
License_2514,Gisborne (3),-968.6930301
License_2515,Manawatu Wanganui (6),-969.0630103
License_2516,Marlborough (1),-969.4329906
License_2517,Nelson (1),-969.8029708
License_2518,Northland (1),-970.172951
License_2519,Otago (3),-970.5429313
License_2520,Southland (1),-970.9129115
License_2521,Taranaki (1),-971.2828918
License_2522,Auckland (7),-971.652872
License_2523,Bay Of Plenty (2),-972.0228522
License_2524,Auckland (7),-972.3928325
License_2525,Bay Of Plenty (2),-972.7628127
License_2526,Canterbury (4),-973.1327929
License_2527,Gisborne (3),-973.5027732
License_2528,Manawatu Wanganui (6),-973.8727534
License_2529,Marlborough (1),-974.2427336
License_2530,Nelson (1),-974.6127139
License_2531,Northland (1),-974.9826941
License_2532,Otago (3),-975.3526743
License_2533,Southland (1),-975.7226546
License_2534,Taranaki (1),-976.0926348
License_2535,Auckland (7),-976.4626151
License_2536,Bay Of Plenty (2),-976.8325953
License_2537,Auckland (7),-977.2025755
License_2538,Bay Of Plenty (2),-977.5725558
License_2539,Canterbury (4),-977.942536
License_2540,Gisborne (3),-978.3125162
License_2541,Manawatu Wanganui (6),-978.6824965
License_2542,Marlborough (1),-979.0524767
License_2543,Nelson (1),-979.4224569
License_2544,Northland (1),-979.7924372
License_2545,Otago (3),-980.1624174
License_2546,Southland (1),-980.5323976
License_2547,Taranaki (1),-980.9023779
License_2548,Auckland (7),-981.2723581
License_2549,Bay Of Plenty (2),-981.6423384
License_2550,Auckland (7),-982.0123186
License_2551,Bay Of Plenty (2),-982.3822988
License_2552,Canterbury (4),-982.7522791
License_2553,Gisborne (3),-983.1222593
License_2554,Manawatu Wanganui (6),-983.4922395
License_2555,Marlborough (1),-983.8622198
License_2556,Nelson (1),-984.2322
License_2557,Northland (1),-984.6021802
License_2558,Otago (3),-984.9721605
License_2559,Southland (1),-985.3421407
License_2560,Taranaki (1),-985.7121209
License_2561,Auckland (7),-986.0821012
License_2562,Bay Of Plenty (2),-986.4520814
License_2563,Auckland (7),-986.8220617
License_2564,Bay Of Plenty (2),-987.1920419
License_2565,Canterbury (4),-987.5620221
License_2566,Gisborne (3),-987.9320024
License_2567,Manawatu Wanganui (6),-988.3019826
License_2568,Marlborough (1),-988.6719628
License_2569,Nelson (1),-989.0419431
License_2570,Northland (1),-989.4119233
License_2571,Otago (3),-989.7819035
License_2572,Southland (1),-990.1518838
License_2573,Taranaki (1),-990.521864
License_2574,Auckland (7),-990.8918442
License_2575,Bay Of Plenty (2),-991.2618245
License_2576,Auckland (7),-991.6318047
License_2577,Bay Of Plenty (2),-992.001785
License_2578,Canterbury (4),-992.3717652
License_2579,Gisborne (3),-992.7417454
License_2580,Manawatu Wanganui (6),-993.1117257
License_2581,Marlborough (1),-993.4817059
License_2582,Nelson (1),-993.8516861
License_2583,Northland (1),-994.2216664
License_2584,Otago (3),-994.5916466
License_2585,Southland (1),-994.9616268
License_2586,Taranaki (1),-995.3316071
License_2587,Auckland (7),-995.7015873
License_2588,Bay Of Plenty (2),-996.0715675
License_2589,Auckland (7),-996.4415478
License_2590,Bay Of Plenty (2),-996.811528
License_2591,Canterbury (4),-997.1815083
License_2592,Gisborne (3),-997.5514885
License_2593,Manawatu Wanganui (6),-997.9214687
License_2594,Marlborough (1),-998.291449
License_2595,Nelson (1),-998.6614292
License_2596,Northland (1),-999.0314094
License_2597,Otago (3),-999.4013897
License_2598,Southland (1),-999.7713699
License_2599,Taranaki (1),-1000.14135
License_2600,Auckland (7),-1000.51133
License_2601,Bay Of Plenty (2),-1000.881311
License_2602,Auckland (7),-1001.251291
License_2603,Bay Of Plenty (2),-1001.621271
License_2604,Canterbury (4),-1001.991251
License_2605,Gisborne (3),-1002.361232
License_2606,Manawatu Wanganui (6),-1002.731212
License_2607,Marlborough (1),-1003.101192
License_2608,Nelson (1),-1003.471172
License_2609,Northland (1),-1003.841152
License_2610,Otago (3),-1004.211133
License_2611,Southland (1),-1004.581113
License_2612,Taranaki (1),-1004.951093
License_2613,Auckland (7),-1005.321073
License_2614,Bay Of Plenty (2),-1005.691054
License_2615,Auckland (7),-1006.061034
License_2616,Bay Of Plenty (2),-1006.431014
License_2617,Canterbury (4),-1006.800994
License_2618,Gisborne (3),-1007.170975
License_2619,Manawatu Wanganui (6),-1007.540955
License_2620,Marlborough (1),-1007.910935
License_2621,Nelson (1),-1008.280915
License_2622,Northland (1),-1008.650896
License_2623,Auckland (7),-1009.020876
License_2624,Bay Of Plenty (2),-1009.390856
License_2625,Canterbury (4),-1009.760836
License_2626,Gisborne (3),-1010.130817
License_2627,Manawatu Wanganui (6),-1010.500797
License_2628,Marlborough (1),-1010.870777
License_2629,Nelson (1),-1011.240757
License_2630,Northland (1),-1011.610737
License_2631,Otago (3),-1011.980718
License_2632,Southland (1),-1012.350698
License_2633,Taranaki (1),-1012.720678
License_2634,Auckland (7),-1013.090658
License_2635,Bay Of Plenty (2),-1013.460639
License_2636,Auckland (7),-1013.830619
License_2637,Bay Of Plenty (2),-1014.200599
License_2638,Canterbury (4),-1014.570579
License_2639,Gisborne (3),-1014.94056
License_2640,Manawatu Wanganui (6),-1015.31054
License_2641,Marlborough (1),-1015.68052
License_2642,Nelson (1),-1016.0505
License_2643,Northland (1),-1016.420481
License_2644,Otago (3),-1016.790461
License_2645,Southland (1),-1017.160441
License_2646,Taranaki (1),-1017.530421
License_2647,Auckland (7),-1017.900401
License_2648,Bay Of Plenty (2),-1018.270382
License_2649,Auckland (7),-1018.640362
License_2650,Bay Of Plenty (2),-1019.010342
License_2651,Canterbury (4),-1019.380322
License_2652,Gisborne (3),-1019.750303
License_2653,Manawatu Wanganui (6),-1020.120283
License_2654,Marlborough (1),-1020.490263
License_2655,Nelson (1),-1020.860243
License_2656,Northland (1),-1021.230224
License_2657,Otago (3),-1021.600204
License_2658,Southland (1),-1021.970184
License_2659,Taranaki (1),-1022.340164
License_2660,Auckland (7),-1022.710145
License_2661,Bay Of Plenty (2),-1023.080125
License_2662,Auckland (7),-1023.450105
License_2663,Bay Of Plenty (2),-1023.820085
License_2664,Canterbury (4),-1024.190065
License_2665,Gisborne (3),-1024.560046
License_2666,Manawatu Wanganui (6),-1024.930026
License_2667,Marlborough (1),-1025.300006
License_2668,Nelson (1),-1025.669986
License_2669,Northland (1),-1026.039967
License_2670,Otago (3),-1026.409947
License_2671,Southland (1),-1026.779927
License_2672,Taranaki (1),-1027.149907
License_2673,Auckland (7),-1027.519888
License_2674,Bay Of Plenty (2),-1027.889868
License_2675,Auckland (7),-1028.259848
License_2676,Bay Of Plenty (2),-1028.629828
License_2677,Canterbury (4),-1028.999809
License_2678,Gisborne (3),-1029.369789
License_2679,Manawatu Wanganui (6),-1029.739769
License_2680,Marlborough (1),-1030.109749
License_2681,Nelson (1),-1030.479729
License_2682,Northland (1),-1030.84971
License_2683,Otago (3),-1031.21969
License_2684,Southland (1),-1031.58967
License_2685,Taranaki (1),-1031.95965
License_2686,Auckland (7),-1032.329631
License_2687,Bay Of Plenty (2),-1032.699611
License_2688,Auckland (7),-1033.069591
License_2689,Bay Of Plenty (2),-1033.439571
License_2690,Canterbury (4),-1033.809552
License_2691,Gisborne (3),-1034.179532
License_2692,Manawatu Wanganui (6),-1034.549512
License_2693,Marlborough (1),-1034.919492
License_2694,Nelson (1),-1035.289473
License_2695,Northland (1),-1035.659453
License_2696,Otago (3),-1036.029433
License_2697,Southland (1),-1036.399413
License_2698,Taranaki (1),-1036.769393
License_2699,Auckland (7),-1037.139374
License_2700,Bay Of Plenty (2),-1037.509354
License_2701,Auckland (7),-1037.879334
License_2702,Bay Of Plenty (2),-1038.249314
License_2703,Canterbury (4),-1038.619295
License_2704,Gisborne (3),-1038.989275
License_2705,Manawatu Wanganui (6),-1039.359255
License_2706,Marlborough (1),-1039.729235
License_2707,Nelson (1),-1040.099216
License_2708,Northland (1),-1040.469196
License_2709,Otago (3),-1040.839176
License_2710,Southland (1),-1041.209156
License_2711,Taranaki (1),-1041.579137
License_2712,Auckland (7),-1041.949117
License_2713,Bay Of Plenty (2),-1042.319097
License_2714,Auckland (7),-1042.689077
License_2715,Bay Of Plenty (2),-1043.059057
License_2716,Canterbury (4),-1043.429038
License_2717,Gisborne (3),-1043.799018
License_2718,Manawatu Wanganui (6),-1044.168998
License_2719,Marlborough (1),-1044.538978
License_2720,Nelson (1),-1044.908959
License_2721,Northland (1),-1045.278939
License_2722,Otago (3),-1045.648919
License_2723,Southland (1),-1046.018899
License_2724,Taranaki (1),-1046.38888
License_2725,Auckland (7),-1046.75886
License_2726,Bay Of Plenty (2),-1047.12884
License_2727,Auckland (7),-1047.49882
License_2728,Bay Of Plenty (2),-1047.868801
License_2729,Canterbury (4),-1048.238781
License_2730,Gisborne (3),-1048.608761
License_2731,Manawatu Wanganui (6),-1048.978741
License_2732,Marlborough (1),-1049.348721
License_2733,Nelson (1),-1049.718702
License_2734,Northland (1),-1050.088682
License_2735,Otago (3),-1050.458662
License_2736,Southland (1),-1050.828642
License_2737,Taranaki (1),-1051.198623
License_2738,Auckland (7),-1051.568603
License_2739,Bay Of Plenty (2),-1051.938583
License_2740,Auckland (7),-1052.308563
License_2741,Bay Of Plenty (2),-1052.678544
License_2742,Canterbury (4),-1053.048524
License_2743,Gisborne (3),-1053.418504
License_2744,Manawatu Wanganui (6),-1053.788484
License_2745,Marlborough (1),-1054.158465
License_2746,Nelson (1),-1054.528445
License_2747,Northland (1),-1054.898425
License_2748,Otago (3),-1055.268405
License_2749,Southland (1),-1055.638385
License_2750,Taranaki (1),-1056.008366
License_2751,Auckland (7),-1056.378346
License_2752,Bay Of Plenty (2),-1056.748326
License_2753,Auckland (7),-1057.118306
License_2754,Bay Of Plenty (2),-1057.488287
License_2755,Canterbury (4),-1057.858267
License_2756,Gisborne (3),-1058.228247
License_2757,Manawatu Wanganui (6),-1058.598227
License_2758,Marlborough (1),-1058.968208
License_2759,Nelson (1),-1059.338188
License_2760,Northland (1),-1059.708168
License_2761,Auckland (7),-1060.078148
License_2762,Bay Of Plenty (2),-1060.448129
License_2763,Canterbury (4),-1060.818109
License_2764,Gisborne (3),-1061.188089
License_2765,Manawatu Wanganui (6),-1061.558069
License_2766,Marlborough (1),-1061.92805
License_2767,Nelson (1),-1062.29803
License_2768,Northland (1),-1062.66801
License_2769,Otago (3),-1063.03799
License_2770,Southland (1),-1063.40797
License_2771,Taranaki (1),-1063.777951
License_2772,Auckland (7),-1064.147931
License_2773,Bay Of Plenty (2),-1064.517911
License_2774,Auckland (7),-1064.887891
License_2775,Bay Of Plenty (2),-1065.257872
License_2776,Canterbury (4),-1065.627852
License_2777,Gisborne (3),-1065.997832
License_2778,Manawatu Wanganui (6),-1066.367812
License_2779,Marlborough (1),-1066.737793
License_2780,Nelson (1),-1067.107773
License_2781,Northland (1),-1067.477753
License_2782,Otago (3),-1067.847733
License_2783,Southland (1),-1068.217714
License_2784,Taranaki (1),-1068.587694
License_2785,Auckland (7),-1068.957674
License_2786,Bay Of Plenty (2),-1069.327654
License_2787,Auckland (7),-1069.697634
License_2788,Bay Of Plenty (2),-1070.067615
License_2789,Canterbury (4),-1070.437595
License_2790,Gisborne (3),-1070.807575
License_2791,Manawatu Wanganui (6),-1071.177555
License_2792,Marlborough (1),-1071.547536
License_2793,Nelson (1),-1071.917516
License_2794,Northland (1),-1072.287496
License_2795,Otago (3),-1072.657476
License_2796,Southland (1),-1073.027457
License_2797,Taranaki (1),-1073.397437
License_2798,Auckland (7),-1073.767417
License_2799,Bay Of Plenty (2),-1074.137397
License_2800,Auckland (7),-1074.507378
License_2801,Bay Of Plenty (2),-1074.877358
License_2802,Canterbury (4),-1075.247338
License_2803,Gisborne (3),-1075.617318
License_2804,Manawatu Wanganui (6),-1075.987298
License_2805,Marlborough (1),-1076.357279
License_2806,Nelson (1),-1076.727259
License_2807,Northland (1),-1077.097239
License_2808,Otago (3),-1077.467219
License_2809,Southland (1),-1077.8372
License_2810,Taranaki (1),-1078.20718
License_2811,Auckland (7),-1078.57716
License_2812,Bay Of Plenty (2),-1078.94714
License_2813,Auckland (7),-1079.317121
License_2814,Bay Of Plenty (2),-1079.687101
License_2815,Canterbury (4),-1080.057081
License_2816,Gisborne (3),-1080.427061
License_2817,Manawatu Wanganui (6),-1080.797042
License_2818,Marlborough (1),-1081.167022
License_2819,Nelson (1),-1081.537002
License_2820,Northland (1),-1081.906982
License_2821,Otago (3),-1082.276962
License_2822,Southland (1),-1082.646943
License_2823,Taranaki (1),-1083.016923
License_2824,Auckland (7),-1083.386903
License_2825,Bay Of Plenty (2),-1083.756883
License_2826,Auckland (7),-1084.126864
License_2827,Bay Of Plenty (2),-1084.496844
License_2828,Canterbury (4),-1084.866824
License_2829,Gisborne (3),-1085.236804
License_2830,Manawatu Wanganui (6),-1085.606785
License_2831,Marlborough (1),-1085.976765
License_2832,Nelson (1),-1086.346745
License_2833,Northland (1),-1086.716725
License_2834,Otago (3),-1087.086706
License_2835,Southland (1),-1087.456686
License_2836,Taranaki (1),-1087.826666
License_2837,Auckland (7),-1088.196646
License_2838,Bay Of Plenty (2),-1088.566626
License_2839,Auckland (7),-1088.936607
License_2840,Bay Of Plenty (2),-1089.306587
License_2841,Canterbury (4),-1089.676567
License_2842,Gisborne (3),-1090.046547
License_2843,Manawatu Wanganui (6),-1090.416528
License_2844,Marlborough (1),-1090.786508
License_2845,Nelson (1),-1091.156488
License_2846,Northland (1),-1091.526468
License_2847,Otago (3),-1091.896449
License_2848,Southland (1),-1092.266429
License_2849,Taranaki (1),-1092.636409
License_2850,Auckland (7),-1093.006389
License_2851,Bay Of Plenty (2),-1093.37637
License_2852,Auckland (7),-1093.74635
License_2853,Bay Of Plenty (2),-1094.11633
License_2854,Canterbury (4),-1094.48631
License_2855,Gisborne (3),-1094.85629
License_2856,Manawatu Wanganui (6),-1095.226271
License_2857,Marlborough (1),-1095.596251
License_2858,Nelson (1),-1095.966231
License_2859,Northland (1),-1096.336211
License_2860,Otago (3),-1096.706192
License_2861,Southland (1),-1097.076172
License_2862,Taranaki (1),-1097.446152
License_2863,Auckland (7),-1097.816132
License_2864,Bay Of Plenty (2),-1098.186113
License_2865,Auckland (7),-1098.556093
License_2866,Bay Of Plenty (2),-1098.926073
License_2867,Canterbury (4),-1099.296053
License_2868,Gisborne (3),-1099.666034
License_2869,Manawatu Wanganui (6),-1100.036014
License_2870,Marlborough (1),-1100.405994
License_2871,Nelson (1),-1100.775974
License_2872,Northland (1),-1101.145954
License_2873,Otago (3),-1101.515935
License_2874,Southland (1),-1101.885915
License_2875,Taranaki (1),-1102.255895
License_2876,Auckland (7),-1102.625875
License_2877,Bay Of Plenty (2),-1102.995856
License_2878,Auckland (7),-1103.365836
License_2879,Bay Of Plenty (2),-1103.735816
License_2880,Canterbury (4),-1104.105796
License_2881,Gisborne (3),-1104.475777
License_2882,Manawatu Wanganui (6),-1104.845757
License_2883,Marlborough (1),-1105.215737
License_2884,Nelson (1),-1105.585717
License_2885,Northland (1),-1105.955698
License_2886,Otago (3),-1106.325678
License_2887,Southland (1),-1106.695658
License_2888,Taranaki (1),-1107.065638
License_2889,Auckland (7),-1107.435618
License_2890,Bay Of Plenty (2),-1107.805599
License_2891,Auckland (7),-1108.175579
License_2892,Bay Of Plenty (2),-1108.545559
License_2893,Canterbury (4),-1108.915539
License_2894,Gisborne (3),-1109.28552
License_2895,Manawatu Wanganui (6),-1109.6555
License_2896,Marlborough (1),-1110.02548
License_2897,Nelson (1),-1110.39546
License_2898,Northland (1),-1110.765441
License_2899,Auckland (7),-1111.135421
License_2900,Bay Of Plenty (2),-1111.505401
License_2901,Canterbury (4),-1111.875381
License_2902,Gisborne (3),-1112.245362
License_2903,Manawatu Wanganui (6),-1112.615342
License_2904,Marlborough (1),-1112.985322
License_2905,Nelson (1),-1113.355302
License_2906,Northland (1),-1113.725283
License_2907,Otago (3),-1114.095263
License_2908,Southland (1),-1114.465243
License_2909,Taranaki (1),-1114.835223
License_2910,Auckland (7),-1115.205203
License_2911,Bay Of Plenty (2),-1115.575184
License_2912,Auckland (7),-1115.945164
License_2913,Bay Of Plenty (2),-1116.315144
License_2914,Canterbury (4),-1116.685124
License_2915,Gisborne (3),-1117.055105
License_2916,Manawatu Wanganui (6),-1117.425085
License_2917,Marlborough (1),-1117.795065
License_2918,Nelson (1),-1118.165045
License_2919,Northland (1),-1118.535026
License_2920,Otago (3),-1118.905006
License_2921,Southland (1),-1119.274986
License_2922,Taranaki (1),-1119.644966
License_2923,Auckland (7),-1120.014947
License_2924,Bay Of Plenty (2),-1120.384927
License_2925,Auckland (7),-1120.754907
License_2926,Bay Of Plenty (2),-1121.124887
License_2927,Canterbury (4),-1121.494867
License_2928,Gisborne (3),-1121.864848
License_2929,Manawatu Wanganui (6),-1122.234828
License_2930,Marlborough (1),-1122.604808
License_2931,Nelson (1),-1122.974788
License_2932,Northland (1),-1123.344769
License_2933,Otago (3),-1123.714749
License_2934,Southland (1),-1124.084729
License_2935,Taranaki (1),-1124.454709
License_2936,Auckland (7),-1124.82469
License_2937,Bay Of Plenty (2),-1125.19467
License_2938,Auckland (7),-1125.56465
License_2939,Bay Of Plenty (2),-1125.93463
License_2940,Canterbury (4),-1126.304611
License_2941,Gisborne (3),-1126.674591
License_2942,Manawatu Wanganui (6),-1127.044571
License_2943,Marlborough (1),-1127.414551
License_2944,Nelson (1),-1127.784531
License_2945,Northland (1),-1128.154512
License_2946,Otago (3),-1128.524492
License_2947,Southland (1),-1128.894472
License_2948,Taranaki (1),-1129.264452
License_2949,Auckland (7),-1129.634433
License_2950,Bay Of Plenty (2),-1130.004413
License_2951,Auckland (7),-1130.374393
License_2952,Bay Of Plenty (2),-1130.744373
License_2953,Canterbury (4),-1131.114354
License_2954,Gisborne (3),-1131.484334
License_2955,Manawatu Wanganui (6),-1131.854314
License_2956,Marlborough (1),-1132.224294
License_2957,Nelson (1),-1132.594275
License_2958,Northland (1),-1132.964255
License_2959,Otago (3),-1133.334235
License_2960,Southland (1),-1133.704215
