vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,owner_id,price_id,Engine_ID,License_ID
2251,Utility,540,1997,COURIER,Red,2/2/2022,103,Owner2251,price_2251,Engine_2251,License_2251
2252,Saloon,550,1995,ACCORD,Blue,1/12/2022,115,Owner2252,price_2252,Engine_2252,License_2252
2253,Saloon,550,2000,TORNEO,Silver,11/1/2021,109,Owner2253,price_2253,Engine_2253,License_2253
2254,Hatchback,576,2002,ATENZA,White,10/20/2021,109,Owner2254,price_2254,Engine_2254,License_2254
2255,Hatchback,576,2003,DEMIO,Purple,3/20/2022,105,Owner2255,price_2255,Engine_2255,License_2255
2256,Hatchback,633,2004,GOLF,Black,10/16/2021,102,Owner2256,price_2256,Engine_2256,License_2256
2257,Utility,540,1984,FALCON,Gold,12/23/2021,101,Owner2257,price_2257,Engine_2257,License_2257
2258,Stationwagon,580,2007,OUTLANDER,Black,12/1/2021,115,Owner2258,price_2258,Engine_2258,License_2258
2259,Cab and Chassis Only,587,2011,NAVARA,Silver,2/13/2022,101,Owner2259,price_2259,Engine_2259,License_2259
2260,Saloon,610,2002,IMPREZA,Silver,2/7/2022,102,Owner2260,price_2260,Engine_2260,License_2260
2261,Saloon,512,1997,540IASE E39,White,3/17/2022,102,Owner2261,price_2261,Engine_2261,License_2261
2262,Hatchback,619,2011,PRIUS,White,10/28/2021,104,Owner2262,price_2262,Engine_2262,License_2262
2263,Hatchback,633,2009,POLO,Black,3/30/2022,102,Owner2263,price_2263,Engine_2263,License_2263
2264,Saloon,587,2003,PRIMERA,Silver,2/7/2022,102,Owner2264,price_2264,Engine_2264,License_2264
2265,Saloon,548,1999,VT COMMODORE,Black,12/10/2021,102,Owner2265,price_2265,Engine_2265,License_2265
2266,Stationwagon,576,2002,ATENZA,Silver,3/26/2022,105,Owner2266,price_2266,Engine_2266,License_2266
2267,Stationwagon,550,2003,ODYSSEY,White,12/14/2021,114,Owner2267,price_2267,Engine_2267,License_2267
2268,Stationwagon,587,2005,WINGROAD,White,3/22/2022,114,Owner2268,price_2268,Engine_2268,License_2268
2269,Stationwagon,619,2001,COROLLA,Blue,3/7/2022,101,Owner2269,price_2269,Engine_2269,License_2269
2270,Utility,540,2005,COURIER,Black,1/14/2022,102,Owner2270,price_2270,Engine_2270,License_2270
2271,Stationwagon,550,1999,ACCORD,White,10/8/2021,103,Owner2271,price_2271,Engine_2271,License_2271
2272,Utility,580,2011,TRITON,Brown,3/15/2022,101,Owner2272,price_2272,Engine_2272,License_2272
2273,Stationwagon,576,2001,TRIBUTE,Silver,12/12/2021,114,Owner2273,price_2273,Engine_2273,License_2273
2274,Saloon,610,2000,LEGACY,Blue,12/10/2021,106,Owner2274,price_2274,Engine_2274,License_2274
2275,Hatchback,587,2002,MARCH,Orange,2/17/2022,109,Owner2275,price_2275,Engine_2275,License_2275
2276,Stationwagon,576,2002,ATENZA,Grey,3/31/2022,105,Owner2276,price_2276,Engine_2276,License_2276
2277,Hatchback,580,2004,COLT,Grey,2/3/2022,102,Owner2277,price_2277,Engine_2277,License_2277
2278,Flat Deck Truck,587,1994,ATLAS,White,10/13/2021,114,Owner2278,price_2278,Engine_2278,License_2278
2279,Utility,619,2011,HILUX,Black,3/20/2022,105,Owner2279,price_2279,Engine_2279,License_2279
2280,Hatchback,576,2005,AXELA,Silver,3/11/2022,114,Owner2280,price_2280,Engine_2280,License_2280
2281,Stationwagon,610,2002,FORESTER,Gold,3/2/2022,101,Owner2281,price_2281,Engine_2281,License_2281
2282,Stationwagon,540,2011,MONDEO,Grey,1/20/2022,102,Owner2282,price_2282,Engine_2282,License_2282
2283,Stationwagon,548,2011,CAPTIVA,Black,3/4/2022,102,Owner2283,price_2283,Engine_2283,License_2283
2284,Saloon,548,1972,KINGSWOOD,Blue,2/12/2022,105,Owner2284,price_2284,Engine_2284,License_2284
2285,Utility,587,2011,NAVARA,Silver,12/14/2021,102,Owner2285,price_2285,Engine_2285,License_2285
2286,Hatchback,592,2003,AN,Blue,3/16/2022,114,Owner2286,price_2286,Engine_2286,License_2286
2287,Saloon,512,2001,318I,Blue,10/25/2021,114,Owner2287,price_2287,Engine_2287,License_2287
2288,Stationwagon,550,2000,ODYSSEY,Grey,1/27/2022,102,Owner2288,price_2288,Engine_2288,License_2288
2289,Saloon,550,2001,ACCORD,Silver,1/27/2022,107,Owner2289,price_2289,Engine_2289,License_2289
2290,Saloon,550,2005,ACCORD,Silver,2/22/2022,102,Owner2290,price_2290,Engine_2290,License_2290
2291,Stationwagon,531,1991,ROCKY,Black,10/12/2021,104,Owner2291,price_2291,Engine_2291,License_2291
2292,Hatchback,587,2003,MARCH,White,12/22/2021,102,Owner2292,price_2292,Engine_2292,License_2292
2293,Saloon,619,2002,PLATZ,White,3/16/2022,114,Owner2293,price_2293,Engine_2293,License_2293
2294,Saloon,548,2001,VX COMMODORE,White,12/27/2021,105,Owner2294,price_2294,Engine_2294,License_2294
2295,Stationwagon,548,2008,COMMODORE,Green,10/17/2021,103,Owner2295,price_2295,Engine_2295,License_2295
2296,Stationwagon,619,2003,CALDINA,Silver,2/11/2022,104,Owner2296,price_2296,Engine_2296,License_2296
2297,Stationwagon,580,2011,CHALLENGER,Brown,1/28/2022,101,Owner2297,price_2297,Engine_2297,License_2297
2298,Stationwagon,576,2011,CX-9,Black,12/19/2021,102,Owner2298,price_2298,Engine_2298,License_2298
2299,Hatchback,610,2001,IMPREZA,Red,3/12/2022,102,Owner2299,price_2299,Engine_2299,License_2299
2300,Stationwagon,577,2000,ML270,Silver,2/15/2022,114,Owner2300,price_2300,Engine_2300,License_2300
2301,Saloon,619,2007,AURION,Red,1/19/2022,103,Owner2301,price_2301,Engine_2301,License_2301
2302,Stationwagon,610,2002,FORESTER,Black,11/28/2021,109,Owner2302,price_2302,Engine_2302,License_2302
2303,Hatchback,576,2004,DEMIO,Blue,4/5/2022,105,Owner2303,price_2303,Engine_2303,License_2303
2304,Saloon,576,2006,ATENZA,White,1/22/2022,107,Owner2304,price_2304,Engine_2304,License_2304
2305,Hatchback,633,2011,GOLF,Black,2/25/2022,102,Owner2305,price_2305,Engine_2305,License_2305
2306,Stationwagon,576,2002,FAMILIA,Red,12/27/2021,109,Owner2306,price_2306,Engine_2306,License_2306
2307,Trailer,514,2005,AK,Green,2/23/2022,114,Owner2307,price_2307,Engine_2307,License_2307
2308,Trailer - Heavy,623,2006,COMMERCIAL,Black,2/28/2022,102,Owner2308,price_2308,Engine_2308,License_2308
2309,Boat Trailer,623,2005,FOURWINNS,Black,1/16/2022,102,Owner2309,price_2309,Engine_2309,License_2309
2310,Trailer,549,1989,TRAILER,Green,1/10/2022,114,Owner2310,price_2310,Engine_2310,License_2310
2311,Trailer,549,1989,MISC,Blue,11/3/2021,114,Owner2311,price_2311,Engine_2311,License_2311
2312,Trailer,514,2005,8X4 TRAILER,Silver,10/27/2021,102,Owner2312,price_2312,Engine_2312,License_2312
2313,Trailer,623,2006,BRIFORD 8X4 1000KG,Blue,1/15/2022,115,Owner2313,price_2313,Engine_2313,License_2313
2314,Hatchback,576,2002,FAMILIA,Silver,1/13/2022,102,Owner2314,price_2314,Engine_2314,License_2314
2315,Hatchback,633,2003,LUPO,Black,4/1/2022,102,Owner2315,price_2315,Engine_2315,License_2315
2316,Utility,580,1992,L200,Green,3/7/2022,102,Owner2316,price_2316,Engine_2316,License_2316
2317,Light Van,576,2006,BONGO,White,3/31/2022,102,Owner2317,price_2317,Engine_2317,License_2317
2318,Hatchback,576,2011,MAZDA3,White,12/20/2021,109,Owner2318,price_2318,Engine_2318,License_2318
2319,Utility,576,2011,BT-50,White,2/26/2022,104,Owner2319,price_2319,Engine_2319,License_2319
2320,Saloon,548,2011,COMMODORE,White,4/4/2022,104,Owner2320,price_2320,Engine_2320,License_2320
2321,Stationwagon,550,2002,STREAM,Blue,3/31/2022,102,Owner2321,price_2321,Engine_2321,License_2321
2322,Saloon,576,2002,ATENZA,Grey,2/15/2022,102,Owner2322,price_2322,Engine_2322,License_2322
2323,Stationwagon,619,2004,ESTIMA,White,2/21/2022,102,Owner2323,price_2323,Engine_2323,License_2323
2324,Stationwagon,548,2010,CAPTIVA,Black,2/14/2022,106,Owner2324,price_2324,Engine_2324,License_2324
2325,Saloon,587,2005,BLUEBIRD,Grey,11/15/2021,108,Owner2325,price_2325,Engine_2325,License_2325
2326,Saloon,576,2003,ATENZA,Silver,1/15/2022,108,Owner2326,price_2326,Engine_2326,License_2326
2327,Saloon,576,2006,AXELA,Blue,4/4/2022,109,Owner2327,price_2327,Engine_2327,License_2327
2328,Saloon,587,2006,TIIDA,Silver,2/18/2022,102,Owner2328,price_2328,Engine_2328,License_2328
2329,Stationwagon,610,2003,LEGACY,Gold,2/21/2022,115,Owner2329,price_2329,Engine_2329,License_2329
2330,Stationwagon,619,2011,HIGHLANDER,Silver,2/11/2022,102,Owner2330,price_2330,Engine_2330,License_2330
2331,Saloon,580,2000,LANCER,Grey,10/21/2021,102,Owner2331,price_2331,Engine_2331,License_2331
2332,Saloon,619,2001,ALTEZZA,Silver,10/18/2021,114,Owner2332,price_2332,Engine_2332,License_2332
2333,Stationwagon,610,2002,LEGACY,Silver,3/31/2022,102,Owner2333,price_2333,Engine_2333,License_2333
2334,Saloon,610,2002,LEGACY,Grey,12/26/2021,107,Owner2334,price_2334,Engine_2334,License_2334
2335,Utility,540,2003,COURIER,Blue,2/2/2022,104,Owner2335,price_2335,Engine_2335,License_2335
2336,Saloon,577,2004,E500,Black,11/18/2021,102,Owner2336,price_2336,Engine_2336,License_2336
2337,Stationwagon,610,2002,IMPREZA,White,3/5/2022,104,Owner2337,price_2337,Engine_2337,License_2337
2338,Saloon,522,1972,350AUTO,Green,3/9/2022,104,Owner2338,price_2338,Engine_2338,License_2338
2339,Stationwagon,580,2000,PAJERO,Silver,11/22/2021,102,Owner2339,price_2339,Engine_2339,License_2339
2340,Stationwagon,619,1991,HILUX,Grey,12/1/2021,114,Owner2340,price_2340,Engine_2340,License_2340
2341,Stationwagon,576,2005,ATENZA,Blue,3/5/2022,107,Owner2341,price_2341,Engine_2341,License_2341
2342,Saloon,512,2005,320I,Silver,3/13/2022,102,Owner2342,price_2342,Engine_2342,License_2342
2343,Cab and Chassis Only,587,2011,NAVARA,Red,12/9/2021,115,Owner2343,price_2343,Engine_2343,License_2343
2344,Saloon,587,2006,TIIDA,White,2/12/2022,102,Owner2344,price_2344,Engine_2344,License_2344
2345,Saloon,550,2002,ACCORD,Grey,2/26/2022,102,Owner2345,price_2345,Engine_2345,License_2345
2346,Hatchback,633,2003,GOLF,Blue,2/25/2022,102,Owner2346,price_2346,Engine_2346,License_2346
2347,Utility,619,2011,HILUX,Gold,12/10/2021,105,Owner2347,price_2347,Engine_2347,License_2347
2348,Saloon,512,2000,318I,Silver,1/3/2022,102,Owner2348,price_2348,Engine_2348,License_2348
2349,Cab and Chassis Only,587,2011,NAVARA,Silver,1/8/2022,102,Owner2349,price_2349,Engine_2349,License_2349
2350,Stationwagon,610,2002,LEGACY,White,12/30/2021,101,Owner2350,price_2350,Engine_2350,License_2350
2351,Utility,540,2011,RANGER,Red,12/5/2021,108,Owner2351,price_2351,Engine_2351,License_2351
2352,Saloon,619,2000,ALTEZZA,Silver,3/24/2022,102,Owner2352,price_2352,Engine_2352,License_2352
2353,Hatchback,619,2011,YARIS,Silver,1/21/2022,114,Owner2353,price_2353,Engine_2353,License_2353
2354,Hatchback,619,2000,FUNCARGO,Gold,3/5/2022,102,Owner2354,price_2354,Engine_2354,License_2354
2355,Hatchback,550,2000,CIVIC,Blue,1/17/2022,102,Owner2355,price_2355,Engine_2355,License_2355
2356,Hatchback,619,2011,YARIS,Red,11/19/2021,102,Owner2356,price_2356,Engine_2356,License_2356
2357,Saloon,619,2004,MARKX,Silver,4/4/2022,102,Owner2357,price_2357,Engine_2357,License_2357
2358,Stationwagon,619,2002,FIELDER,Silver,2/11/2022,102,Owner2358,price_2358,Engine_2358,License_2358
2359,Stationwagon,576,2006,ATENZA,Grey,2/28/2022,109,Owner2359,price_2359,Engine_2359,License_2359
2360,Stationwagon,610,2006,IMPREZA,Silver,1/6/2022,101,Owner2360,price_2360,Engine_2360,License_2360
2361,Stationwagon,507,2005,A3,Black,11/7/2021,101,Owner2361,price_2361,Engine_2361,License_2361
2362,Utility,540,2004,COURIER,Grey,1/13/2022,103,Owner2362,price_2362,Engine_2362,License_2362
2363,Hatchback,576,2004,DEMIO,Silver,2/17/2022,107,Owner2363,price_2363,Engine_2363,License_2363
2364,Saloon,548,1999,VT COMMODORE,Brown,10/19/2021,114,Owner2364,price_2364,Engine_2364,License_2364
2365,Roadbike,536,2021,STREETFIGHTER,Red,1/25/2022,102,Owner2365,price_2365,Engine_2365,License_2365
2366,Stationwagon,580,2002,AIRTREK,Black,2/24/2022,108,Owner2366,price_2366,Engine_2366,License_2366
2367,Hatchback,587,2002,MARCH,Yellow,12/2/2021,109,Owner2367,price_2367,Engine_2367,License_2367
2368,Hatchback,576,2001,FAMILIA,White,10/29/2021,102,Owner2368,price_2368,Engine_2368,License_2368
2369,Saloon,619,2006,ALLION,Silver,3/27/2022,115,Owner2369,price_2369,Engine_2369,License_2369
2370,Hatchback,540,2012,MONDEO,Grey,2/7/2022,108,Owner2370,price_2370,Engine_2370,License_2370
2371,Hatchback,619,2001,DUET,Green,1/2/2022,109,Owner2371,price_2371,Engine_2371,License_2371
2372,Saloon,587,2006,TIIDA,White,2/14/2022,103,Owner2372,price_2372,Engine_2372,License_2372
2373,Hatchback,619,2002,IST,Red,3/21/2022,102,Owner2373,price_2373,Engine_2373,License_2373
2374,Stationwagon,548,2006,COMMODORE,Black,3/13/2022,102,Owner2374,price_2374,Engine_2374,License_2374
2375,Utility,556,2012,D-MAX,Brown,3/15/2022,103,Owner2375,price_2375,Engine_2375,License_2375
2376,Utility,548,2009,COLORADO,White,1/17/2022,103,Owner2376,price_2376,Engine_2376,License_2376
2377,Saloon,577,2011,C,White,10/12/2021,102,Owner2377,price_2377,Engine_2377,License_2377
2378,Light Van,611,1989,SK410,White,3/13/2022,102,Owner2378,price_2378,Engine_2378,License_2378
2379,Stationwagon,619,2003,IPSUM,Silver,1/18/2022,109,Owner2379,price_2379,Engine_2379,License_2379
2380,Hatchback,576,2002,DEMIO,Orange,2/17/2022,102,Owner2380,price_2380,Engine_2380,License_2380
2381,Stationwagon,619,1997,HILUX,Black,3/19/2022,114,Owner2381,price_2381,Engine_2381,License_2381
2382,Convertible,512,2003,Z4,Grey,11/9/2021,102,Owner2382,price_2382,Engine_2382,License_2382
2383,Hatchback,576,2004,DEMIO,Silver,2/24/2022,103,Owner2383,price_2383,Engine_2383,License_2383
2384,Hatchback,540,2012,MONDEO,Black,4/3/2022,102,Owner2384,price_2384,Engine_2384,License_2384
2385,Saloon,610,2003,LEGACY,Blue,12/17/2021,109,Owner2385,price_2385,Engine_2385,License_2385
2386,Stationwagon,576,2003,PREMACY,Grey,4/3/2022,102,Owner2386,price_2386,Engine_2386,License_2386
2387,Hatchback,610,1998,IMPREZA,Black,3/17/2022,109,Owner2387,price_2387,Engine_2387,License_2387
2388,Stationwagon,610,2002,LEGACY,Silver,12/28/2021,109,Owner2388,price_2388,Engine_2388,License_2388
2389,Stationwagon,610,2009,LEGACY,Black,4/3/2022,101,Owner2389,price_2389,Engine_2389,License_2389
2390,Hatchback,587,2000,CUBE,Red,12/29/2021,102,Owner2390,price_2390,Engine_2390,License_2390
2391,Stationwagon,555,2012,I30,Blue,12/22/2021,114,Owner2391,price_2391,Engine_2391,License_2391
2392,Stationwagon,580,2012,OUTLANDER,Red,2/18/2022,102,Owner2392,price_2392,Engine_2392,License_2392
2393,Hatchback,512,2002,318TI,Red,10/23/2021,115,Owner2393,price_2393,Engine_2393,License_2393
2394,Saloon,576,2005,AXELA,White,11/1/2021,102,Owner2394,price_2394,Engine_2394,License_2394
2395,Stationwagon,548,2012,CAPTIVA,White,2/4/2022,102,Owner2395,price_2395,Engine_2395,License_2395
2396,Utility,580,2001,L200,Green,4/3/2022,102,Owner2396,price_2396,Engine_2396,License_2396
2397,Light Van,580,2012,L300,White,11/5/2021,109,Owner2397,price_2397,Engine_2397,License_2397
2398,Stationwagon,550,2001,STREAM,Purple,12/12/2021,101,Owner2398,price_2398,Engine_2398,License_2398
2399,Hatchback,576,2006,DEMIO,Silver,12/3/2021,109,Owner2399,price_2399,Engine_2399,License_2399
2400,Stationwagon,610,2012,FORESTER,White,12/12/2021,104,Owner2400,price_2400,Engine_2400,License_2400
2401,Stationwagon,592,2012,AN,Blue,12/5/2021,115,Owner2401,price_2401,Engine_2401,License_2401
2402,Hatchback,576,2004,DEMIO,Blue,4/4/2022,102,Owner2402,price_2402,Engine_2402,License_2402
2403,Hatchback,550,2002,CIVIC,Silver,12/4/2021,102,Owner2403,price_2403,Engine_2403,License_2403
2404,Hatchback,611,2006,SWIFT,Silver,1/26/2022,101,Owner2404,price_2404,Engine_2404,License_2404
2405,Stationwagon,587,2006,EXPERT,Silver,4/4/2022,102,Owner2405,price_2405,Engine_2405,License_2405
2406,Saloon,550,2000,TORNEO,Black,3/7/2022,102,Owner2406,price_2406,Engine_2406,License_2406
2407,Utility,619,2012,HILUX,White,3/28/2022,108,Owner2407,price_2407,Engine_2407,License_2407
2408,Saloon,512,2002,318CI,Silver,11/29/2021,102,Owner2408,price_2408,Engine_2408,License_2408
2409,Saloon,587,2004,SKYLINE,Grey,4/1/2022,114,Owner2409,price_2409,Engine_2409,License_2409
2410,Stationwagon,610,2005,FORESTER,Silver,1/27/2022,109,Owner2410,price_2410,Engine_2410,License_2410
2411,Hatchback,619,1999,VITZ,Gold,12/17/2021,105,Owner2411,price_2411,Engine_2411,License_2411
2412,Stationwagon,587,2005,LAFESTA,Blue,12/29/2021,105,Owner2412,price_2412,Engine_2412,License_2412
2413,Stationwagon,550,1996,CRV,Purple,4/2/2022,108,Owner2413,price_2413,Engine_2413,License_2413
2414,Saloon,576,2003,RX-8,Blue,10/25/2021,102,Owner2414,price_2414,Engine_2414,License_2414
2415,Saloon,548,2001,VX COMMODORE,Blue,10/9/2021,103,Owner2415,price_2415,Engine_2415,License_2415
2416,Hatchback,587,2006,TIIDA,Silver,4/5/2022,103,Owner2416,price_2416,Engine_2416,License_2416
2417,Stationwagon,576,2003,ATENZA,Silver,2/11/2022,102,Owner2417,price_2417,Engine_2417,License_2417
2418,Hatchback,576,2005,DEMIO,Silver,3/19/2022,103,Owner2418,price_2418,Engine_2418,License_2418
2419,Hatchback,576,2004,DEMIO,Blue,1/16/2022,103,Owner2419,price_2419,Engine_2419,License_2419
2420,Utility,576,2002,BOUNTY,Red,3/31/2022,102,Owner2420,price_2420,Engine_2420,License_2420
2421,Utility,540,2012,RANGER,White,2/13/2022,104,Owner2421,price_2421,Engine_2421,License_2421
2422,Stationwagon,619,1999,ESTIMA,Silver,3/21/2022,102,Owner2422,price_2422,Engine_2422,License_2422
2423,Saloon,548,2012,CRUZE,Grey,2/27/2022,102,Owner2423,price_2423,Engine_2423,License_2423
2424,Utility,540,2002,COURIER,Green,3/11/2022,115,Owner2424,price_2424,Engine_2424,License_2424
2425,Stationwagon,576,2006,ATENZA,Black,12/6/2021,109,Owner2425,price_2425,Engine_2425,License_2425
2426,Saloon,548,2003,COMMODORE,Red,12/19/2021,102,Owner2426,price_2426,Engine_2426,License_2426
2427,Stationwagon,576,2002,ATENZA,White,3/23/2022,102,Owner2427,price_2427,Engine_2427,License_2427
2428,Hatchback,611,2006,SWIFT,Yellow,12/17/2021,109,Owner2428,price_2428,Engine_2428,License_2428
2429,Utility,576,2006,BONGO,White,10/30/2021,102,Owner2429,price_2429,Engine_2429,License_2429
2430,Hatchback,633,2003,GOLF,Black,1/17/2022,111,Owner2430,price_2430,Engine_2430,License_2430
2431,Utility,587,2012,NAVARA,Silver,2/22/2022,114,Owner2431,price_2431,Engine_2431,License_2431
2432,Stationwagon,576,2002,ATENZA,Red,12/16/2021,109,Owner2432,price_2432,Engine_2432,License_2432
2433,Stationwagon,610,2000,LEGACY,Black,11/26/2021,104,Owner2433,price_2433,Engine_2433,License_2433
2434,Saloon,610,2009,LEGACY,Black,3/25/2022,111,Owner2434,price_2434,Engine_2434,License_2434
2435,Light Van,619,2012,HIACE,White,11/22/2021,102,Owner2435,price_2435,Engine_2435,License_2435
2436,Stationwagon,540,2002,EXPLORER,Green,3/7/2022,104,Owner2436,price_2436,Engine_2436,License_2436
2437,Utility,548,2012,COLORADO,Silver,1/8/2022,107,Owner2437,price_2437,Engine_2437,License_2437
2438,Stationwagon,587,2001,ELGRAND,White,3/14/2022,111,Owner2438,price_2438,Engine_2438,License_2438
2439,Hatchback,540,2012,FOCUS,Black,4/1/2022,102,Owner2439,price_2439,Engine_2439,License_2439
2440,Sports Car,507,2011,RS5,Grey,1/16/2022,102,Owner2440,price_2440,Engine_2440,License_2440
2441,Hatchback,587,2005,TIIDA,Silver,11/30/2021,109,Owner2441,price_2441,Engine_2441,License_2441
2442,Saloon,576,2005,AXELA,White,3/25/2022,105,Owner2442,price_2442,Engine_2442,License_2442
2443,Utility,580,2012,TRITON,Silver,1/11/2022,115,Owner2443,price_2443,Engine_2443,License_2443
2444,Saloon,548,2001,VX COMMODORE,Silver,2/23/2022,103,Owner2444,price_2444,Engine_2444,License_2444
2445,Hatchback,619,2005,COROLLA,Blue,1/7/2022,111,Owner2445,price_2445,Engine_2445,License_2445
2446,Utility,619,2001,HILUX,White,1/25/2022,109,Owner2446,price_2446,Engine_2446,License_2446
2447,Hatchback,576,2005,DEMIO,Silver,3/18/2022,109,Owner2447,price_2447,Engine_2447,License_2447
2448,Saloon,587,2004,TIIDA,Blue,4/5/2022,102,Owner2448,price_2448,Engine_2448,License_2448
2449,Utility,540,2006,FALCON UTE,Grey,2/11/2022,104,Owner2449,price_2449,Engine_2449,License_2449
2450,Saloon,619,2004,CAMRY,Gold,12/9/2021,102,Owner2450,price_2450,Engine_2450,License_2450
2451,Utility,576,2002,BOUNTY,White,3/17/2022,109,Owner2451,price_2451,Engine_2451,License_2451
2452,Saloon,576,2003,ATENZA,White,11/4/2021,109,Owner2452,price_2452,Engine_2452,License_2452
2453,Saloon,540,2002,FALCON,Silver,2/12/2022,114,Owner2453,price_2453,Engine_2453,License_2453
2454,Stationwagon,619,1988,LANDCRUISER,White,4/2/2022,114,Owner2454,price_2454,Engine_2454,License_2454
2455,Utility,540,2012,RANGER,Grey,1/17/2022,102,Owner2455,price_2455,Engine_2455,License_2455
2456,Saloon,548,2012,CRUZE,Silver,3/7/2022,102,Owner2456,price_2456,Engine_2456,License_2456
2457,Utility,540,2008,RANGER,Red,3/6/2022,114,Owner2457,price_2457,Engine_2457,License_2457
2458,Flat Deck Truck,580,2008,L200,White,2/22/2022,102,Owner2458,price_2458,Engine_2458,License_2458
2459,Saloon,587,2005,TIIDA,Blue,4/5/2022,102,Owner2459,price_2459,Engine_2459,License_2459
2460,Light Van,619,2000,HIACE,White,10/14/2021,102,Owner2460,price_2460,Engine_2460,License_2460
2461,Saloon,580,1999,GALANT,Blue,1/1/2022,107,Owner2461,price_2461,Engine_2461,License_2461
2462,Saloon,587,2007,TIIDA,White,11/30/2021,102,Owner2462,price_2462,Engine_2462,License_2462
2463,Stationwagon,619,1994,HIACE,Gold,3/31/2022,109,Owner2463,price_2463,Engine_2463,License_2463
2464,Hatchback,611,2006,SWIFT,Orange,2/3/2022,104,Owner2464,price_2464,Engine_2464,License_2464
2465,Hatchback,576,2002,ATENZA,Silver,11/11/2021,114,Owner2465,price_2465,Engine_2465,License_2465
2466,Stationwagon,540,2012,TERRITORY,White,10/12/2021,102,Owner2466,price_2466,Engine_2466,License_2466
2467,Utility,540,2001,COURIER,Green,3/4/2022,104,Owner2467,price_2467,Engine_2467,License_2467
2468,Convertible,634,2003,C70,White,10/14/2021,102,Owner2468,price_2468,Engine_2468,License_2468
2469,Hatchback,611,2012,SWIFT,Orange,3/22/2022,102,Owner2469,price_2469,Engine_2469,License_2469
2470,Stationwagon,610,2005,LEGACY,Black,3/27/2022,109,Owner2470,price_2470,Engine_2470,License_2470
2471,Stationwagon,548,2012,COMMODORE,Green,3/18/2022,106,Owner2471,price_2471,Engine_2471,License_2471
2472,Hatchback,587,2005,TIIDA,Silver,3/29/2022,114,Owner2472,price_2472,Engine_2472,License_2472
2473,Stationwagon,580,2012,OUTLANDER,White,11/7/2021,114,Owner2473,price_2473,Engine_2473,License_2473
2474,Stationwagon,610,2009,LEGACY,White,10/28/2021,114,Owner2474,price_2474,Engine_2474,License_2474
2475,Hatchback,611,2012,SWIFT,Silver,3/22/2022,102,Owner2475,price_2475,Engine_2475,License_2475
2476,Stationwagon,580,2005,OUTLANDER,Black,3/20/2022,102,Owner2476,price_2476,Engine_2476,License_2476
2477,Saloon,587,2005,BLUEBIRD,Green,1/7/2022,107,Owner2477,price_2477,Engine_2477,License_2477
2478,Hatchback,587,2004,CUBE,Grey,4/5/2022,103,Owner2478,price_2478,Engine_2478,License_2478
2479,Stationwagon,619,1999,HILUX,White,12/30/2021,104,Owner2479,price_2479,Engine_2479,License_2479
2480,Utility,619,2012,HILUX,White,1/30/2022,101,Owner2480,price_2480,Engine_2480,License_2480
2481,Saloon,619,2005,MARKX,Silver,12/17/2021,114,Owner2481,price_2481,Engine_2481,License_2481
2482,Stationwagon,580,2007,OUTLANDER,Silver,12/12/2021,108,Owner2482,price_2482,Engine_2482,License_2482
2483,Stationwagon,559,2018,COMPASS,Black,3/21/2022,102,Owner2483,price_2483,Engine_2483,License_2483
2484,Hatchback,550,1997,CIVIC,Green,12/11/2021,109,Owner2484,price_2484,Engine_2484,License_2484
2485,Stationwagon,550,2005,EDIX,Blue,10/15/2021,102,Owner2485,price_2485,Engine_2485,License_2485
2486,Stationwagon,576,2007,ATENZA,Silver,4/4/2022,109,Owner2486,price_2486,Engine_2486,License_2486
2487,Saloon,512,2001,520I,Blue,2/25/2022,102,Owner2487,price_2487,Engine_2487,License_2487
2488,Stationwagon,580,2005,OUTLANDER,Grey,12/2/2021,114,Owner2488,price_2488,Engine_2488,License_2488
2489,Stationwagon,619,2005,IPSUM,White,3/23/2022,102,Owner2489,price_2489,Engine_2489,License_2489
2490,Stationwagon,610,2003,IMPREZA,Silver,4/3/2022,103,Owner2490,price_2490,Engine_2490,License_2490
2491,Stationwagon,619,1996,CALDINA,Red,3/25/2022,115,Owner2491,price_2491,Engine_2491,License_2491
2492,Utility,619,2012,HILUX,Black,11/6/2021,114,Owner2492,price_2492,Engine_2492,License_2492
2493,Hatchback,576,2005,DEMIO,Silver,2/9/2022,103,Owner2493,price_2493,Engine_2493,License_2493
2494,Hatchback,587,2005,TIIDA,Silver,4/4/2022,101,Owner2494,price_2494,Engine_2494,License_2494
2495,Saloon,580,1996,MIRAGE,Silver,1/1/2022,102,Owner2495,price_2495,Engine_2495,License_2495
2496,Hatchback,548,2012,BARINA SPARK,Silver,3/1/2022,102,Owner2496,price_2496,Engine_2496,License_2496
2497,Saloon,592,2009,AN,Black,12/5/2021,104,Owner2497,price_2497,Engine_2497,License_2497
2498,Hatchback,521,2012,J1,Black,1/30/2022,102,Owner2498,price_2498,Engine_2498,License_2498
2499,Saloon,540,2012,FALCON,Red,12/11/2021,105,Owner2499,price_2499,Engine_2499,License_2499
2500,Stationwagon,633,2007,GOLF,Blue,3/4/2022,108,Owner2500,price_2500,Engine_2500,License_2500
2501,Stationwagon,550,2005,ODYSSEY,White,3/27/2022,102,Owner2501,price_2501,Engine_2501,License_2501
2502,Utility,587,2012,NAVARA,Silver,11/11/2021,101,Owner2502,price_2502,Engine_2502,License_2502
