License_ID,State,Latitude
License_2934,Southland (1),-1124.084716796875
License_2935,Taranaki (1),-1124.4547119140625
License_2936,Auckland (7),-1124.82470703125
License_2937,Bay Of Plenty (2),-1125.1947021484375
License_2938,Auckland (7),-1125.564697265625
License_2939,Bay Of Plenty (2),-1125.9345703125
License_294,Manawatu Wanganui (6),-147.3369140625
License_2940,Canterbury (4),-1126.3045654296875
License_2941,Gisborne (3),-1126.674560546875
License_2942,Manawatu Wanganui (6),-1127.0445556640625
License_2943,Marlborough (1),-1127.41455078125
License_2944,Nelson (1),-1127.7845458984375
License_2945,Northland (1),-1128.154541015625
License_2946,Otago (3),-1128.5245361328125
License_2947,Southland (1),-1128.89453125
License_2948,Taranaki (1),-1129.264404296875
License_2949,Auckland (7),-1129.6343994140625
License_295,Marlborough (1),-147.70689392089844
License_2950,Bay Of Plenty (2),-1130.00439453125
License_2951,Auckland (7),-1130.3743896484375
License_2952,Bay Of Plenty (2),-1130.744384765625
License_2953,Canterbury (4),-1131.1143798828125
License_2954,Gisborne (3),-1131.484375
License_2955,Manawatu Wanganui (6),-1131.8543701171875
License_2956,Marlborough (1),-1132.2242431640625
License_2957,Nelson (1),-1132.59423828125
License_2958,Northland (1),-1132.9642333984375
License_2959,Otago (3),-1133.334228515625
License_296,Nelson (1),-148.07687377929688
License_2960,Southland (1),-1133.7042236328125
License_2961,Taranaki (1),-1134.07421875
License_2962,Auckland (7),-1134.4442138671875
License_2963,Bay Of Plenty (2),-1134.814208984375
License_2964,Auckland (7),-1135.18408203125
License_2965,Bay Of Plenty (2),-1135.5540771484375
License_2966,Canterbury (4),-1135.924072265625
License_2967,Gisborne (3),-1136.2940673828125
License_2968,Manawatu Wanganui (6),-1136.6640625
License_2969,Marlborough (1),-1137.0340576171875
License_297,Northland (1),-148.4468536376953
License_2970,Nelson (1),-1137.404052734375
License_2971,Northland (1),-1137.7740478515625
License_2972,Otago (3),-1138.1439208984375
License_2973,Southland (1),-1138.513916015625
License_2974,Taranaki (1),-1138.8839111328125
License_2975,Auckland (7),-1139.25390625
License_2976,Bay Of Plenty (2),-1139.6239013671875
License_2977,Auckland (7),-1139.993896484375
License_2978,Bay Of Plenty (2),-1140.3638916015625
License_2979,Canterbury (4),-1140.73388671875
License_298,Otago (3),-148.81683349609375
License_2980,Gisborne (3),-1141.103759765625
License_2981,Manawatu Wanganui (6),-1141.4737548828125
License_2982,Marlborough (1),-1141.84375
License_2983,Nelson (1),-1142.2137451171875
License_2984,Northland (1),-1142.583740234375
License_2985,Otago (3),-1142.9537353515625
License_2986,Southland (1),-1143.32373046875
License_2987,Taranaki (1),-1143.6937255859375
License_2988,Auckland (7),-1144.063720703125
License_2989,Bay Of Plenty (2),-1144.43359375
License_299,Southland (1),-149.1868133544922
License_2990,Auckland (7),-1144.8035888671875
License_2991,Bay Of Plenty (2),-1145.173583984375
License_2992,Canterbury (4),-1145.5435791015625
License_2993,Gisborne (3),-1145.91357421875
License_2994,Manawatu Wanganui (6),-1146.2835693359375
License_2995,Marlborough (1),-1146.653564453125
License_2996,Nelson (1),-1147.0235595703125
License_2997,Northland (1),-1147.3934326171875
License_2998,Otago (3),-1147.763427734375
License_2999,Southland (1),-1148.1334228515625
License_300,Taranaki (1),-149.55679321289062
License_3000,Taranaki (1),-1148.50341796875
License_3001,Auckland (7),-1148.8734130859375
License_3002,Bay Of Plenty (2),-1149.243408203125
License_3003,Auckland (7),-1149.6134033203125
License_3004,Bay Of Plenty (2),-1149.9833984375
License_3005,Canterbury (4),-1150.353271484375
License_3006,Gisborne (3),-1150.7232666015625
License_3007,Manawatu Wanganui (6),-1151.09326171875
License_3008,Marlborough (1),-1151.4632568359375
License_3009,Nelson (1),-1151.833251953125
License_301,Auckland (7),-149.92677307128906
License_3010,Northland (1),-1152.2032470703125
License_3011,Otago (3),-1152.5732421875
License_3012,Southland (1),-1152.9432373046875
License_3013,Taranaki (1),-1153.3131103515625
License_3014,Auckland (7),-1153.68310546875
License_3015,Bay Of Plenty (2),-1154.0531005859375
License_3016,Auckland (7),-1154.423095703125
License_3017,Bay Of Plenty (2),-1154.7930908203125
License_3018,Canterbury (4),-1155.1630859375
License_3019,Gisborne (3),-1155.5330810546875
License_302,Bay Of Plenty (2),-150.2967529296875
License_3020,Manawatu Wanganui (6),-1155.903076171875
License_3021,Marlborough (1),-1156.27294921875
License_3022,Nelson (1),-1156.6429443359375
License_3023,Northland (1),-1157.012939453125
License_3024,Otago (3),-1157.3829345703125
License_3025,Southland (1),-1157.7529296875
License_3026,Taranaki (1),-1158.1229248046875
License_3027,Auckland (7),-1158.492919921875
License_3028,Bay Of Plenty (2),-1158.8629150390625
License_3029,Auckland (7),-1159.23291015625
License_303,Auckland (7),-150.66673278808594
License_3030,Bay Of Plenty (2),-1159.602783203125
License_3031,Canterbury (4),-1159.9727783203125
License_3032,Gisborne (3),-1160.3427734375
License_3033,Manawatu Wanganui (6),-1160.7127685546875
License_3034,Marlborough (1),-1161.082763671875
License_3035,Nelson (1),-1161.4527587890625
License_3036,Northland (1),-1161.82275390625
License_3037,Auckland (7),-1162.1927490234375
License_3038,Bay Of Plenty (2),-1162.5626220703125
License_3039,Canterbury (4),-1162.9326171875
License_304,Bay Of Plenty (2),-151.03671264648438
License_3040,Gisborne (3),-1163.3026123046875
License_3041,Manawatu Wanganui (6),-1163.672607421875
License_3042,Marlborough (1),-1164.0426025390625
License_3043,Nelson (1),-1164.41259765625
License_3044,Northland (1),-1164.7825927734375
License_3045,Otago (3),-1165.152587890625
License_3046,Southland (1),-1165.5224609375
License_3047,Taranaki (1),-1165.8924560546875
License_3048,Auckland (7),-1166.262451171875
License_3049,Bay Of Plenty (2),-1166.6324462890625
License_305,Canterbury (4),-151.4066925048828
License_3050,Auckland (7),-1167.00244140625
License_3051,Bay Of Plenty (2),-1167.3724365234375
License_3052,Canterbury (4),-1167.742431640625
License_3053,Gisborne (3),-1168.1124267578125
License_3054,Manawatu Wanganui (6),-1168.4822998046875
License_3055,Marlborough (1),-1168.852294921875
License_3056,Nelson (1),-1169.2222900390625
License_3057,Northland (1),-1169.59228515625
License_3058,Otago (3),-1169.9622802734375
License_3059,Southland (1),-1170.332275390625
License_306,Gisborne (3),-151.77667236328125
License_3060,Taranaki (1),-1170.7022705078125
License_3061,Auckland (7),-1171.072265625
License_3062,Bay Of Plenty (2),-1171.442138671875
License_3063,Auckland (7),-1171.8121337890625
License_3064,Bay Of Plenty (2),-1172.18212890625
License_3065,Canterbury (4),-1172.5521240234375
License_3066,Gisborne (3),-1172.922119140625
License_3067,Manawatu Wanganui (6),-1173.2921142578125
License_3068,Marlborough (1),-1173.662109375
License_3069,Nelson (1),-1174.0321044921875
License_307,Manawatu Wanganui (6),-152.1466522216797
License_3070,Northland (1),-1174.402099609375
License_3071,Otago (3),-1174.77197265625
License_3072,Southland (1),-1175.1419677734375
License_3073,Taranaki (1),-1175.511962890625
License_3074,Auckland (7),-1175.8819580078125
License_3075,Bay Of Plenty (2),-1176.251953125
License_3076,Auckland (7),-1176.6219482421875
License_3077,Bay Of Plenty (2),-1176.991943359375
License_3078,Canterbury (4),-1177.3619384765625
License_3079,Gisborne (3),-1177.7318115234375
License_308,Marlborough (1),-152.51663208007812
License_3080,Manawatu Wanganui (6),-1178.101806640625
License_3081,Marlborough (1),-1178.4718017578125
License_3082,Nelson (1),-1178.841796875
License_3083,Northland (1),-1179.2117919921875
License_3084,Otago (3),-1179.581787109375
License_3085,Southland (1),-1179.9517822265625
License_3086,Taranaki (1),-1180.32177734375
License_3087,Auckland (7),-1180.691650390625
License_3088,Bay Of Plenty (2),-1181.0616455078125
License_3089,Auckland (7),-1181.431640625
License_309,Nelson (1),-152.88661193847656
License_3090,Bay Of Plenty (2),-1181.8016357421875
License_3091,Canterbury (4),-1182.171630859375
License_3092,Gisborne (3),-1182.5416259765625
License_3093,Manawatu Wanganui (6),-1182.91162109375
License_3094,Marlborough (1),-1183.2816162109375
License_3095,Nelson (1),-1183.6514892578125
License_3096,Northland (1),-1184.021484375
License_3097,Otago (3),-1184.3914794921875
License_3098,Southland (1),-1184.761474609375
License_3099,Taranaki (1),-1185.1314697265625
License_310,Northland (1),-153.256591796875
License_3100,Auckland (7),-1185.50146484375
License_3101,Bay Of Plenty (2),-1185.8714599609375
License_3102,Auckland (7),-1186.241455078125
License_3103,Bay Of Plenty (2),-1186.611328125
License_3104,Canterbury (4),-1186.9813232421875
License_3105,Gisborne (3),-1187.351318359375
License_3106,Manawatu Wanganui (6),-1187.7213134765625
License_3107,Marlborough (1),-1188.09130859375
License_3108,Nelson (1),-1188.4613037109375
License_3109,Northland (1),-1188.831298828125
License_311,Otago (3),-153.62657165527344
License_3110,Otago (3),-1189.2012939453125
License_3111,Southland (1),-1189.5712890625
License_3112,Taranaki (1),-1189.941162109375
License_3113,Auckland (7),-1190.3111572265625
License_3114,Bay Of Plenty (2),-1190.68115234375
License_3115,Auckland (7),-1191.0511474609375
License_3116,Bay Of Plenty (2),-1191.421142578125
License_3117,Canterbury (4),-1191.7911376953125
License_3118,Gisborne (3),-1192.1611328125
License_3119,Manawatu Wanganui (6),-1192.5311279296875
License_312,Southland (1),-153.99655151367188
License_3120,Marlborough (1),-1192.9010009765625
License_3121,Nelson (1),-1193.27099609375
License_3122,Northland (1),-1193.6409912109375
License_3123,Otago (3),-1194.010986328125
License_3124,Southland (1),-1194.3809814453125
License_3125,Taranaki (1),-1194.7509765625
License_3126,Auckland (7),-1195.1209716796875
License_3127,Bay Of Plenty (2),-1195.490966796875
License_3128,Auckland (7),-1195.86083984375
License_3129,Bay Of Plenty (2),-1196.2308349609375
License_313,Taranaki (1),-154.3665313720703
License_3130,Canterbury (4),-1196.600830078125
License_3131,Gisborne (3),-1196.9708251953125
License_3132,Manawatu Wanganui (6),-1197.3408203125
License_3133,Marlborough (1),-1197.7108154296875
License_3134,Nelson (1),-1198.080810546875
License_3135,Northland (1),-1198.4508056640625
License_3136,Otago (3),-1198.8206787109375
License_3137,Southland (1),-1199.190673828125
License_3138,Taranaki (1),-1199.5606689453125
License_3139,Auckland (7),-1199.9306640625
License_314,Auckland (7),-154.73651123046875
License_3140,Bay Of Plenty (2),-1200.3006591796875
License_3141,Auckland (7),-1200.670654296875
License_3142,Bay Of Plenty (2),-1201.0406494140625
License_3143,Canterbury (4),-1201.41064453125
License_3144,Gisborne (3),-1201.7806396484375
License_3145,Manawatu Wanganui (6),-1202.1505126953125
License_3146,Marlborough (1),-1202.5205078125
License_3147,Nelson (1),-1202.8905029296875
License_3148,Northland (1),-1203.260498046875
License_3149,Otago (3),-1203.6304931640625
License_315,Bay Of Plenty (2),-155.1064910888672
License_3150,Southland (1),-1204.00048828125
License_3151,Taranaki (1),-1204.3704833984375
License_3152,Auckland (7),-1204.740478515625
License_3153,Bay Of Plenty (2),-1205.1103515625
License_3154,Auckland (7),-1205.4803466796875
License_3155,Bay Of Plenty (2),-1205.850341796875
License_3156,Canterbury (4),-1206.2203369140625
License_3157,Gisborne (3),-1206.59033203125
License_3158,Manawatu Wanganui (6),-1206.9603271484375
License_3159,Marlborough (1),-1207.330322265625
License_316,Auckland (7),-155.47647094726562
License_3160,Nelson (1),-1207.7003173828125
License_3161,Northland (1),-1208.0701904296875
License_3162,Otago (3),-1208.440185546875
License_3163,Southland (1),-1208.8101806640625
License_3164,Taranaki (1),-1209.18017578125
License_3165,Auckland (7),-1209.5501708984375
License_3166,Bay Of Plenty (2),-1209.920166015625
License_3167,Auckland (7),-1210.2901611328125
License_3168,Bay Of Plenty (2),-1210.66015625
License_3169,Canterbury (4),-1211.030029296875
License_317,Bay Of Plenty (2),-155.84645080566406
License_3170,Gisborne (3),-1211.4000244140625
License_3171,Manawatu Wanganui (6),-1211.77001953125
License_3172,Marlborough (1),-1212.1400146484375
License_3173,Nelson (1),-1212.510009765625
License_3174,Northland (1),-1212.8800048828125
License_3175,Auckland (7),-1213.25
License_3176,Bay Of Plenty (2),-1213.6199951171875
License_3177,Canterbury (4),-1213.9898681640625
License_3178,Gisborne (3),-1214.35986328125
License_3179,Manawatu Wanganui (6),-1214.7298583984375
License_318,Canterbury (4),-156.2164306640625
License_3180,Marlborough (1),-1215.099853515625
License_3181,Nelson (1),-1215.4698486328125
License_3182,Northland (1),-1215.83984375
License_3183,Otago (3),-1216.2098388671875
License_3184,Southland (1),-1216.579833984375
License_3185,Taranaki (1),-1216.94970703125
License_3186,Auckland (7),-1217.3197021484375
License_3187,Bay Of Plenty (2),-1217.689697265625
License_3188,Auckland (7),-1218.0596923828125
License_3189,Bay Of Plenty (2),-1218.4296875
License_319,Gisborne (3),-156.58641052246094
License_3190,Canterbury (4),-1218.7996826171875
License_3191,Gisborne (3),-1219.169677734375
License_3192,Manawatu Wanganui (6),-1219.5396728515625
License_3193,Marlborough (1),-1219.90966796875
License_3194,Nelson (1),-1220.279541015625
License_3195,Northland (1),-1220.6495361328125
License_3196,Otago (3),-1221.01953125
License_3197,Southland (1),-1221.3895263671875
License_3198,Taranaki (1),-1221.759521484375
License_3199,Auckland (7),-1222.1295166015625
License_320,Manawatu Wanganui (6),-156.95639038085938
License_3200,Bay Of Plenty (2),-1222.49951171875
License_3201,Auckland (7),-1222.8695068359375
License_3202,Bay Of Plenty (2),-1223.2393798828125
License_3203,Canterbury (4),-1223.609375
License_3204,Gisborne (3),-1223.9793701171875
License_3205,Manawatu Wanganui (6),-1224.349365234375
License_3206,Marlborough (1),-1224.7193603515625
License_3207,Nelson (1),-1225.08935546875
License_3208,Northland (1),-1225.4593505859375
License_3209,Otago (3),-1225.829345703125
License_321,Marlborough (1),-157.3263702392578
License_3210,Southland (1),-1226.19921875
License_3211,Taranaki (1),-1226.5692138671875
License_3212,Auckland (7),-1226.939208984375
License_3213,Bay Of Plenty (2),-1227.3092041015625
License_3214,Auckland (7),-1227.67919921875
License_3215,Bay Of Plenty (2),-1228.0491943359375
License_3216,Canterbury (4),-1228.419189453125
License_3217,Gisborne (3),-1228.7891845703125
License_3218,Manawatu Wanganui (6),-1229.1590576171875
License_3219,Marlborough (1),-1229.529052734375
License_322,Nelson (1),-157.69635009765625
License_3220,Nelson (1),-1229.8990478515625
License_3221,Northland (1),-1230.26904296875
License_3222,Otago (3),-1230.6390380859375
License_3223,Southland (1),-1231.009033203125
License_3224,Taranaki (1),-1231.3790283203125
License_3225,Auckland (7),-1231.7490234375
License_3226,Bay Of Plenty (2),-1232.1190185546875
License_3227,Auckland (7),-1232.4888916015625
License_3228,Bay Of Plenty (2),-1232.85888671875
License_3229,Canterbury (4),-1233.2288818359375
License_323,Northland (1),-158.0663299560547
License_3230,Gisborne (3),-1233.598876953125
License_3231,Manawatu Wanganui (6),-1233.9688720703125
License_3232,Marlborough (1),-1234.3388671875
License_3233,Nelson (1),-1234.7088623046875
License_3234,Northland (1),-1235.078857421875
License_3235,Otago (3),-1235.44873046875
License_3236,Southland (1),-1235.8187255859375
License_3237,Taranaki (1),-1236.188720703125
License_3238,Auckland (7),-1236.5587158203125
License_3239,Bay Of Plenty (2),-1236.9287109375
License_324,Otago (3),-158.43630981445312
License_3240,Auckland (7),-1237.2987060546875
License_3241,Bay Of Plenty (2),-1237.668701171875
License_3242,Canterbury (4),-1238.0386962890625
License_3243,Gisborne (3),-1238.4085693359375
License_3244,Manawatu Wanganui (6),-1238.778564453125
License_3245,Marlborough (1),-1239.1485595703125
License_3246,Nelson (1),-1239.5185546875
License_3247,Northland (1),-1239.8885498046875
License_3248,Otago (3),-1240.258544921875
License_3249,Southland (1),-1240.6285400390625
License_325,Southland (1),-158.80628967285156
License_3250,Taranaki (1),-1240.99853515625
License_3251,Auckland (7),-1241.368408203125
License_3252,Bay Of Plenty (2),-1241.7384033203125
License_3253,Auckland (7),-1242.1083984375
License_3254,Bay Of Plenty (2),-1242.4783935546875
License_3255,Canterbury (4),-1242.848388671875
License_3256,Gisborne (3),-1243.2183837890625
License_3257,Manawatu Wanganui (6),-1243.58837890625
License_3258,Marlborough (1),-1243.9583740234375
License_3259,Nelson (1),-1244.3282470703125
License_326,Taranaki (1),-159.17626953125
License_3260,Northland (1),-1244.6982421875
License_3261,Otago (3),-1245.0682373046875
License_3262,Southland (1),-1245.438232421875
License_3263,Taranaki (1),-1245.8082275390625
License_3264,Auckland (7),-1246.17822265625
License_3265,Bay Of Plenty (2),-1246.5482177734375
License_3266,Auckland (7),-1246.918212890625
License_3267,Bay Of Plenty (2),-1247.2882080078125
License_3268,Canterbury (4),-1247.6580810546875
License_3269,Gisborne (3),-1248.028076171875
License_327,Auckland (7),-159.54624938964844
License_3270,Manawatu Wanganui (6),-1248.3980712890625
License_3271,Marlborough (1),-1248.76806640625
License_3272,Nelson (1),-1249.1380615234375
License_3273,Northland (1),-1249.508056640625
License_3274,Otago (3),-1249.8780517578125
License_3275,Southland (1),-1250.248046875
License_3276,Taranaki (1),-1250.617919921875
License_3277,Auckland (7),-1250.9879150390625
License_3278,Bay Of Plenty (2),-1251.35791015625
License_3279,Auckland (7),-1251.7279052734375
License_328,Bay Of Plenty (2),-159.91622924804688
License_3280,Bay Of Plenty (2),-1252.097900390625
License_3281,Canterbury (4),-1252.4678955078125
License_3282,Gisborne (3),-1252.837890625
License_3283,Manawatu Wanganui (6),-1253.2078857421875
License_3284,Marlborough (1),-1253.5777587890625
License_3285,Nelson (1),-1253.94775390625
License_3286,Northland (1),-1254.3177490234375
License_3287,Otago (3),-1254.687744140625
License_3288,Southland (1),-1255.0577392578125
License_3289,Taranaki (1),-1255.427734375
License_329,Auckland (7),-160.2862091064453
License_3290,Auckland (7),-1255.7977294921875
License_3291,Bay Of Plenty (2),-1256.167724609375
License_3292,Auckland (7),-1256.53759765625
License_3293,Bay Of Plenty (2),-1256.9075927734375
License_3294,Canterbury (4),-1257.277587890625
License_3295,Gisborne (3),-1257.6475830078125
License_3296,Manawatu Wanganui (6),-1258.017578125
License_3297,Marlborough (1),-1258.3875732421875
License_3298,Nelson (1),-1258.757568359375
License_3299,Northland (1),-1259.1275634765625
License_330,Bay Of Plenty (2),-160.65618896484375
License_3300,Otago (3),-1259.4974365234375
License_3301,Southland (1),-1259.867431640625
License_3302,Taranaki (1),-1260.2374267578125
License_3303,Auckland (7),-1260.607421875
License_3304,Bay Of Plenty (2),-1260.9774169921875
License_3305,Auckland (7),-1261.347412109375
License_3306,Bay Of Plenty (2),-1261.7174072265625
License_3307,Canterbury (4),-1262.08740234375
License_3308,Gisborne (3),-1262.4573974609375
License_3309,Manawatu Wanganui (6),-1262.8272705078125
License_331,Canterbury (4),-161.0261688232422
License_3310,Marlborough (1),-1263.197265625
License_3311,Nelson (1),-1263.5672607421875
License_3312,Northland (1),-1263.937255859375
License_3313,Auckland (7),-1264.3072509765625
License_3314,Bay Of Plenty (2),-1264.67724609375
License_3315,Canterbury (4),-1265.0472412109375
License_3316,Gisborne (3),-1265.417236328125
License_3317,Manawatu Wanganui (6),-1265.787109375
License_3318,Marlborough (1),-1266.1571044921875
License_3319,Nelson (1),-1266.527099609375
License_332,Gisborne (3),-161.39614868164062
License_3320,Northland (1),-1266.8970947265625
License_3321,Otago (3),-1267.26708984375
License_3322,Southland (1),-1267.6370849609375
License_3323,Taranaki (1),-1268.007080078125
License_3324,Auckland (7),-1268.3770751953125
License_3325,Bay Of Plenty (2),-1268.7469482421875
License_3326,Auckland (7),-1269.116943359375
License_3327,Bay Of Plenty (2),-1269.4869384765625
License_3328,Canterbury (4),-1269.85693359375
License_3329,Gisborne (3),-1270.2269287109375
License_333,Manawatu Wanganui (6),-161.76612854003906
License_3330,Manawatu Wanganui (6),-1270.596923828125
License_3331,Marlborough (1),-1270.9669189453125
License_3332,Nelson (1),-1271.3369140625
License_3333,Northland (1),-1271.706787109375
License_3334,Otago (3),-1272.0767822265625
License_3335,Southland (1),-1272.44677734375
License_3336,Taranaki (1),-1272.8167724609375
License_3337,Auckland (7),-1273.186767578125
License_3338,Bay Of Plenty (2),-1273.5567626953125
License_3339,Auckland (7),-1273.9267578125
License_334,Marlborough (1),-162.13612365722656
License_3340,Bay Of Plenty (2),-1274.2967529296875
License_3341,Canterbury (4),-1274.6666259765625
License_3342,Gisborne (3),-1275.03662109375
License_3343,Manawatu Wanganui (6),-1275.4066162109375
License_3344,Marlborough (1),-1275.776611328125
License_3345,Nelson (1),-1276.1466064453125
License_3346,Northland (1),-1276.5166015625
License_3347,Otago (3),-1276.8865966796875
License_3348,Southland (1),-1277.256591796875
License_3349,Taranaki (1),-1277.6265869140625
License_335,Nelson (1),-162.506103515625
License_3350,Auckland (7),-1277.9964599609375
License_3351,Bay Of Plenty (2),-1278.366455078125
License_3352,Auckland (7),-1278.7364501953125
License_3353,Bay Of Plenty (2),-1279.1064453125
License_3354,Canterbury (4),-1279.4764404296875
License_3355,Gisborne (3),-1279.846435546875
License_3356,Manawatu Wanganui (6),-1280.2164306640625
License_3357,Marlborough (1),-1280.58642578125
License_3358,Nelson (1),-1280.956298828125
License_3359,Northland (1),-1281.3262939453125
License_336,Northland (1),-162.87608337402344
License_3360,Otago (3),-1281.6962890625
License_3361,Southland (1),-1282.0662841796875
License_3362,Taranaki (1),-1282.436279296875
License_3363,Auckland (7),-1282.8062744140625
License_3364,Bay Of Plenty (2),-1283.17626953125
License_3365,Auckland (7),-1283.5462646484375
License_3366,Bay Of Plenty (2),-1283.9161376953125
License_3367,Canterbury (4),-1284.2861328125
License_3368,Gisborne (3),-1284.6561279296875
License_3369,Manawatu Wanganui (6),-1285.026123046875
License_337,Otago (3),-163.24606323242188
License_3370,Marlborough (1),-1285.3961181640625
License_3371,Nelson (1),-1285.76611328125
License_3372,Northland (1),-1286.1361083984375
License_3373,Otago (3),-1286.506103515625
License_3374,Southland (1),-1286.8759765625
License_3375,Taranaki (1),-1287.2459716796875
License_3376,Auckland (7),-1287.615966796875
License_3377,Bay Of Plenty (2),-1287.9859619140625
License_3378,Auckland (7),-1288.35595703125
License_3379,Bay Of Plenty (2),-1288.7259521484375
License_338,Southland (1),-163.6160430908203
License_3380,Canterbury (4),-1289.095947265625
License_3381,Gisborne (3),-1289.4659423828125
License_3382,Manawatu Wanganui (6),-1289.8358154296875
License_3383,Marlborough (1),-1290.205810546875
License_3384,Nelson (1),-1290.5758056640625
License_3385,Northland (1),-1290.94580078125
License_3386,Otago (3),-1291.3157958984375
License_3387,Southland (1),-1291.685791015625
License_3388,Taranaki (1),-1292.0557861328125
License_3389,Auckland (7),-1292.42578125
License_339,Taranaki (1),-163.98602294921875
License_3390,Bay Of Plenty (2),-1292.7957763671875
License_3391,Auckland (7),-1293.1656494140625
License_3392,Bay Of Plenty (2),-1293.53564453125
License_3393,Canterbury (4),-1293.9056396484375
License_3394,Gisborne (3),-1294.275634765625
License_3395,Manawatu Wanganui (6),-1294.6456298828125
License_3396,Marlborough (1),-1295.015625
License_3397,Nelson (1),-1295.3856201171875
License_3398,Northland (1),-1295.755615234375
License_3399,Otago (3),-1296.12548828125
License_340,Auckland (7),-164.3560028076172
License_3400,Southland (1),-1296.4954833984375
License_3401,Taranaki (1),-1296.865478515625
License_3402,Auckland (7),-1297.2354736328125
License_3403,Bay Of Plenty (2),-1297.60546875
License_3404,Auckland (7),-1297.9754638671875
License_3405,Bay Of Plenty (2),-1298.345458984375
License_3406,Canterbury (4),-1298.7154541015625
License_3407,Gisborne (3),-1299.0853271484375
License_3408,Manawatu Wanganui (6),-1299.455322265625
License_3409,Marlborough (1),-1299.8253173828125
License_341,Bay Of Plenty (2),-164.72598266601562
License_3410,Nelson (1),-1300.1953125
License_3411,Northland (1),-1300.5653076171875
License_3412,Otago (3),-1300.935302734375
License_3413,Southland (1),-1301.3052978515625
License_3414,Taranaki (1),-1301.67529296875
License_3415,Auckland (7),-1302.045166015625
License_3416,Bay Of Plenty (2),-1302.4151611328125
License_3417,Auckland (7),-1302.78515625
License_3418,Bay Of Plenty (2),-1303.1551513671875
License_3419,Canterbury (4),-1303.525146484375
License_342,Auckland (7),-165.09596252441406
License_3420,Gisborne (3),-1303.8951416015625
License_3421,Manawatu Wanganui (6),-1304.26513671875
License_3422,Marlborough (1),-1304.6351318359375
License_3423,Nelson (1),-1305.0050048828125
License_3424,Northland (1),-1305.375
License_3425,Otago (3),-1305.7449951171875
License_3426,Southland (1),-1306.114990234375
License_3427,Taranaki (1),-1306.4849853515625
License_3428,Auckland (7),-1306.85498046875
License_3429,Bay Of Plenty (2),-1307.2249755859375
License_343,Bay Of Plenty (2),-165.4659423828125
License_3430,Auckland (7),-1307.594970703125
License_3431,Bay Of Plenty (2),-1307.9649658203125
License_3432,Canterbury (4),-1308.3348388671875
License_3433,Gisborne (3),-1308.704833984375
License_3434,Manawatu Wanganui (6),-1309.0748291015625
License_3435,Marlborough (1),-1309.44482421875
License_3436,Nelson (1),-1309.8148193359375
License_3437,Northland (1),-1310.184814453125
License_3438,Otago (3),-1310.5548095703125
License_3439,Southland (1),-1310.9248046875
License_344,Canterbury (4),-165.83592224121094
License_3440,Taranaki (1),-1311.294677734375
License_3441,Auckland (7),-1311.6646728515625
License_3442,Bay Of Plenty (2),-1312.03466796875
License_3443,Auckland (7),-1312.4046630859375
License_3444,Bay Of Plenty (2),-1312.774658203125
License_3445,Canterbury (4),-1313.1446533203125
License_3446,Gisborne (3),-1313.5146484375
License_3447,Manawatu Wanganui (6),-1313.8846435546875
License_3448,Marlborough (1),-1314.2545166015625
License_3449,Nelson (1),-1314.62451171875
License_345,Gisborne (3),-166.20590209960938
License_3450,Northland (1),-1314.9945068359375
License_3451,Auckland (7),-1315.364501953125
License_3452,Bay Of Plenty (2),-1315.7344970703125
License_3453,Canterbury (4),-1316.1044921875
License_3454,Gisborne (3),-1316.4744873046875
License_3455,Manawatu Wanganui (6),-1316.844482421875
License_3456,Marlborough (1),-1317.21435546875
License_3457,Nelson (1),-1317.5843505859375
License_3458,Northland (1),-1317.954345703125
License_3459,Otago (3),-1318.3243408203125
License_346,Manawatu Wanganui (6),-166.5758819580078
License_3460,Southland (1),-1318.6943359375
License_3461,Taranaki (1),-1319.0643310546875
License_3462,Auckland (7),-1319.434326171875
License_3463,Bay Of Plenty (2),-1319.8043212890625
License_3464,Auckland (7),-1320.1741943359375
License_3465,Bay Of Plenty (2),-1320.544189453125
License_3466,Canterbury (4),-1320.9141845703125
License_3467,Gisborne (3),-1321.2841796875
License_3468,Manawatu Wanganui (6),-1321.6541748046875
License_3469,Marlborough (1),-1322.024169921875
License_347,Marlborough (1),-166.94586181640625
License_3470,Nelson (1),-1322.3941650390625
License_3471,Northland (1),-1322.76416015625
License_3472,Otago (3),-1323.1341552734375
License_3473,Southland (1),-1323.5040283203125
License_3474,Taranaki (1),-1323.8740234375
License_3475,Auckland (7),-1324.2440185546875
License_3476,Bay Of Plenty (2),-1324.614013671875
License_3477,Auckland (7),-1324.9840087890625
License_3478,Bay Of Plenty (2),-1325.35400390625
License_3479,Canterbury (4),-1325.7239990234375
License_348,Nelson (1),-167.3158416748047
License_3480,Gisborne (3),-1326.093994140625
License_3481,Manawatu Wanganui (6),-1326.4638671875
License_3482,Marlborough (1),-1326.8338623046875
License_3483,Nelson (1),-1327.203857421875
License_3484,Northland (1),-1327.5738525390625
License_3485,Otago (3),-1327.94384765625
License_3486,Southland (1),-1328.3138427734375
License_3487,Taranaki (1),-1328.683837890625
License_3488,Auckland (7),-1329.0538330078125
License_3489,Bay Of Plenty (2),-1329.4237060546875
License_349,Northland (1),-167.68582153320312
License_3490,Auckland (7),-1329.793701171875
License_3491,Bay Of Plenty (2),-1330.1636962890625
License_3492,Canterbury (4),-1330.53369140625
License_3493,Gisborne (3),-1330.9036865234375
License_3494,Manawatu Wanganui (6),-1331.273681640625
License_3495,Marlborough (1),-1331.6436767578125
