vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,owner_id,price_id,Engine_ID,License_ID,Dim_01_id,Dim_02_id,Dim_03_id,Dim_04_id,Dim_05_id,Dim_06_id,Dim_07_id,Dim_08_id,Dim_09_id
2767,Light Van,619,2009,HIACE,White,2022-01-10,114,Owner2767,price_2767,Engine_2767,License_2767,Dim_01_2767,Dim_02_2767,Dim_03_2767,Dim_04_2767,Dim_05_2767,Dim_06_2767,Dim_07_2767,Dim_08_2767,Dim_09_2767
2768,Hatchback,550,2014,JAZZ,Silver,2022-02-19,109,Owner2768,price_2768,Engine_2768,License_2768,Dim_01_2768,Dim_02_2768,Dim_03_2768,Dim_04_2768,Dim_05_2768,Dim_06_2768,Dim_07_2768,Dim_08_2768,Dim_09_2768
2769,Stationwagon,550,2005,ODYSSEY,Purple,2021-11-17,102,Owner2769,price_2769,Engine_2769,License_2769,Dim_01_2769,Dim_02_2769,Dim_03_2769,Dim_04_2769,Dim_05_2769,Dim_06_2769,Dim_07_2769,Dim_08_2769,Dim_09_2769
2770,Stationwagon,619,2014,RAV4,Blue,2022-02-08,114,Owner2770,price_2770,Engine_2770,License_2770,Dim_01_2770,Dim_02_2770,Dim_03_2770,Dim_04_2770,Dim_05_2770,Dim_06_2770,Dim_07_2770,Dim_08_2770,Dim_09_2770
2771,Stationwagon,587,2005,PRESAGE,White,2021-12-29,103,Owner2771,price_2771,Engine_2771,License_2771,Dim_01_2771,Dim_02_2771,Dim_03_2771,Dim_04_2771,Dim_05_2771,Dim_06_2771,Dim_07_2771,Dim_08_2771,Dim_09_2771
2772,Stationwagon,576,2004,ATENZA,White,2022-04-02,102,Owner2772,price_2772,Engine_2772,License_2772,Dim_01_2772,Dim_02_2772,Dim_03_2772,Dim_04_2772,Dim_05_2772,Dim_06_2772,Dim_07_2772,Dim_08_2772,Dim_09_2772
2773,Stationwagon,587,2005,PRESAGE,Silver,2022-01-16,114,Owner2773,price_2773,Engine_2773,License_2773,Dim_01_2773,Dim_02_2773,Dim_03_2773,Dim_04_2773,Dim_05_2773,Dim_06_2773,Dim_07_2773,Dim_08_2773,Dim_09_2773
2774,Stationwagon,610,2005,FORESTER,Silver,2021-12-05,102,Owner2774,price_2774,Engine_2774,License_2774,Dim_01_2774,Dim_02_2774,Dim_03_2774,Dim_04_2774,Dim_05_2774,Dim_06_2774,Dim_07_2774,Dim_08_2774,Dim_09_2774
2775,Stationwagon,559,2014,GRAND CHEROKEE,Black,2022-01-27,114,Owner2775,price_2775,Engine_2775,License_2775,Dim_01_2775,Dim_02_2775,Dim_03_2775,Dim_04_2775,Dim_05_2775,Dim_06_2775,Dim_07_2775,Dim_08_2775,Dim_09_2775
2776,Hatchback,576,2005,DEMIO,Silver,2022-04-01,104,Owner2776,price_2776,Engine_2776,License_2776,Dim_01_2776,Dim_02_2776,Dim_03_2776,Dim_04_2776,Dim_05_2776,Dim_06_2776,Dim_07_2776,Dim_08_2776,Dim_09_2776
2777,Utility,619,2014,HILUX,White,2022-03-26,111,Owner2777,price_2777,Engine_2777,License_2777,Dim_01_2777,Dim_02_2777,Dim_03_2777,Dim_04_2777,Dim_05_2777,Dim_06_2777,Dim_07_2777,Dim_08_2777,Dim_09_2777
2778,Stationwagon,576,2008,ATENZA,Black,2021-10-30,109,Owner2778,price_2778,Engine_2778,License_2778,Dim_01_2778,Dim_02_2778,Dim_03_2778,Dim_04_2778,Dim_05_2778,Dim_06_2778,Dim_07_2778,Dim_08_2778,Dim_09_2778
2779,Saloon,587,2006,TEANA,Gold,2022-03-24,102,Owner2779,price_2779,Engine_2779,License_2779,Dim_01_2779,Dim_02_2779,Dim_03_2779,Dim_04_2779,Dim_05_2779,Dim_06_2779,Dim_07_2779,Dim_08_2779,Dim_09_2779
2780,Hatchback,633,2011,GOLF,White,2022-04-01,102,Owner2780,price_2780,Engine_2780,License_2780,Dim_01_2780,Dim_02_2780,Dim_03_2780,Dim_04_2780,Dim_05_2780,Dim_06_2780,Dim_07_2780,Dim_08_2780,Dim_09_2780
2781,Saloon,576,2003,ATENZA,Red,2021-10-17,103,Owner2781,price_2781,Engine_2781,License_2781,Dim_01_2781,Dim_02_2781,Dim_03_2781,Dim_04_2781,Dim_05_2781,Dim_06_2781,Dim_07_2781,Dim_08_2781,Dim_09_2781
2782,Saloon,619,2002,CAMRY,Red,2022-04-02,108,Owner2782,price_2782,Engine_2782,License_2782,Dim_01_2782,Dim_02_2782,Dim_03_2782,Dim_04_2782,Dim_05_2782,Dim_06_2782,Dim_07_2782,Dim_08_2782,Dim_09_2782
2783,Hatchback,592,2014,AN,Blue,2022-04-01,103,Owner2783,price_2783,Engine_2783,License_2783,Dim_01_2783,Dim_02_2783,Dim_03_2783,Dim_04_2783,Dim_05_2783,Dim_06_2783,Dim_07_2783,Dim_08_2783,Dim_09_2783
2784,Hatchback,619,2007,BLADE,Black,2021-12-25,108,Owner2784,price_2784,Engine_2784,License_2784,Dim_01_2784,Dim_02_2784,Dim_03_2784,Dim_04_2784,Dim_05_2784,Dim_06_2784,Dim_07_2784,Dim_08_2784,Dim_09_2784
2785,Hatchback,576,2005,DEMIO,Purple,2022-03-23,109,Owner2785,price_2785,Engine_2785,License_2785,Dim_01_2785,Dim_02_2785,Dim_03_2785,Dim_04_2785,Dim_05_2785,Dim_06_2785,Dim_07_2785,Dim_08_2785,Dim_09_2785
2786,Saloon,512,2008,323I,Black,2022-01-27,102,Owner2786,price_2786,Engine_2786,License_2786,Dim_01_2786,Dim_02_2786,Dim_03_2786,Dim_04_2786,Dim_05_2786,Dim_06_2786,Dim_07_2786,Dim_08_2786,Dim_09_2786
2787,Hatchback,611,2007,SWIFT,Grey,2021-11-16,102,Owner2787,price_2787,Engine_2787,License_2787,Dim_01_2787,Dim_02_2787,Dim_03_2787,Dim_04_2787,Dim_05_2787,Dim_06_2787,Dim_07_2787,Dim_08_2787,Dim_09_2787
2788,Utility,548,2015,COLORADO,Black,2022-01-12,116,Owner2788,price_2788,Engine_2788,License_2788,Dim_01_2788,Dim_02_2788,Dim_03_2788,Dim_04_2788,Dim_05_2788,Dim_06_2788,Dim_07_2788,Dim_08_2788,Dim_09_2788
2789,Hatchback,576,2008,AXELA,White,2021-10-17,105,Owner2789,price_2789,Engine_2789,License_2789,Dim_01_2789,Dim_02_2789,Dim_03_2789,Dim_04_2789,Dim_05_2789,Dim_06_2789,Dim_07_2789,Dim_08_2789,Dim_09_2789
2790,Stationwagon,610,2005,LEGACY,White,2021-10-24,114,Owner2790,price_2790,Engine_2790,License_2790,Dim_01_2790,Dim_02_2790,Dim_03_2790,Dim_04_2790,Dim_05_2790,Dim_06_2790,Dim_07_2790,Dim_08_2790,Dim_09_2790
2791,Hatchback,548,2015,CRUZE,Silver,2021-11-18,104,Owner2791,price_2791,Engine_2791,License_2791,Dim_01_2791,Dim_02_2791,Dim_03_2791,Dim_04_2791,Dim_05_2791,Dim_06_2791,Dim_07_2791,Dim_08_2791,Dim_09_2791
2792,Hatchback,550,2001,INTEGRA,White,2022-03-05,102,Owner2792,price_2792,Engine_2792,License_2792,Dim_01_2792,Dim_02_2792,Dim_03_2792,Dim_04_2792,Dim_05_2792,Dim_06_2792,Dim_07_2792,Dim_08_2792,Dim_09_2792
2793,Stationwagon,580,2006,OUTLANDER,White,2021-12-06,114,Owner2793,price_2793,Engine_2793,License_2793,Dim_01_2793,Dim_02_2793,Dim_03_2793,Dim_04_2793,Dim_05_2793,Dim_06_2793,Dim_07_2793,Dim_08_2793,Dim_09_2793
2794,Stationwagon,576,2007,ATENZA,Red,2021-12-06,102,Owner2794,price_2794,Engine_2794,License_2794,Dim_01_2794,Dim_02_2794,Dim_03_2794,Dim_04_2794,Dim_05_2794,Dim_06_2794,Dim_07_2794,Dim_08_2794,Dim_09_2794
2795,Hatchback,587,2006,TIIDA,Grey,2022-03-02,103,Owner2795,price_2795,Engine_2795,License_2795,Dim_01_2795,Dim_02_2795,Dim_03_2795,Dim_04_2795,Dim_05_2795,Dim_06_2795,Dim_07_2795,Dim_08_2795,Dim_09_2795
2796,Hatchback,576,2009,AXELA,Grey,2022-02-19,103,Owner2796,price_2796,Engine_2796,License_2796,Dim_01_2796,Dim_02_2796,Dim_03_2796,Dim_04_2796,Dim_05_2796,Dim_06_2796,Dim_07_2796,Dim_08_2796,Dim_09_2796
2797,Hatchback,576,2009,AXELA,Grey,2022-02-24,103,Owner2797,price_2797,Engine_2797,License_2797,Dim_01_2797,Dim_02_2797,Dim_03_2797,Dim_04_2797,Dim_05_2797,Dim_06_2797,Dim_07_2797,Dim_08_2797,Dim_09_2797
2798,Utility,540,2003,COURIER,Green,2021-12-22,109,Owner2798,price_2798,Engine_2798,License_2798,Dim_01_2798,Dim_02_2798,Dim_03_2798,Dim_04_2798,Dim_05_2798,Dim_06_2798,Dim_07_2798,Dim_08_2798,Dim_09_2798
2799,Stationwagon,576,2003,FAMILIA,Silver,2022-02-27,104,Owner2799,price_2799,Engine_2799,License_2799,Dim_01_2799,Dim_02_2799,Dim_03_2799,Dim_04_2799,Dim_05_2799,Dim_06_2799,Dim_07_2799,Dim_08_2799,Dim_09_2799
2800,Saloon,507,2009,S4,Silver,2022-02-26,102,Owner2800,price_2800,Engine_2800,License_2800,Dim_01_2800,Dim_02_2800,Dim_03_2800,Dim_04_2800,Dim_05_2800,Dim_06_2800,Dim_07_2800,Dim_08_2800,Dim_09_2800
2801,Stationwagon,611,2007,GRAND VITARA,Brown,2022-03-28,109,Owner2801,price_2801,Engine_2801,License_2801,Dim_01_2801,Dim_02_2801,Dim_03_2801,Dim_04_2801,Dim_05_2801,Dim_06_2801,Dim_07_2801,Dim_08_2801,Dim_09_2801
2802,Stationwagon,550,2004,ODYSSEY,Grey,2022-03-07,109,Owner2802,price_2802,Engine_2802,License_2802,Dim_01_2802,Dim_02_2802,Dim_03_2802,Dim_04_2802,Dim_05_2802,Dim_06_2802,Dim_07_2802,Dim_08_2802,Dim_09_2802
2803,Stationwagon,576,2003,ATENZA,White,2022-04-05,102,Owner2803,price_2803,Engine_2803,License_2803,Dim_01_2803,Dim_02_2803,Dim_03_2803,Dim_04_2803,Dim_05_2803,Dim_06_2803,Dim_07_2803,Dim_08_2803,Dim_09_2803
2804,Stationwagon,610,2006,FORESTER,Silver,2022-04-05,102,Owner2804,price_2804,Engine_2804,License_2804,Dim_01_2804,Dim_02_2804,Dim_03_2804,Dim_04_2804,Dim_05_2804,Dim_06_2804,Dim_07_2804,Dim_08_2804,Dim_09_2804
2805,Convertible,512,2008,335I,Black,2021-11-21,102,Owner2805,price_2805,Engine_2805,License_2805,Dim_01_2805,Dim_02_2805,Dim_03_2805,Dim_04_2805,Dim_05_2805,Dim_06_2805,Dim_07_2805,Dim_08_2805,Dim_09_2805
2806,Saloon,580,2007,GALANT,Grey,2022-03-12,109,Owner2806,price_2806,Engine_2806,License_2806,Dim_01_2806,Dim_02_2806,Dim_03_2806,Dim_04_2806,Dim_05_2806,Dim_06_2806,Dim_07_2806,Dim_08_2806,Dim_09_2806
2807,Other Truck,556,2015,F SERIES,White,2022-02-28,108,Owner2807,price_2807,Engine_2807,License_2807,Dim_01_2807,Dim_02_2807,Dim_03_2807,Dim_04_2807,Dim_05_2807,Dim_06_2807,Dim_07_2807,Dim_08_2807,Dim_09_2807
2808,Stationwagon,610,2000,IMPREZA,Red,2021-10-27,109,Owner2808,price_2808,Engine_2808,License_2808,Dim_01_2808,Dim_02_2808,Dim_03_2808,Dim_04_2808,Dim_05_2808,Dim_06_2808,Dim_07_2808,Dim_08_2808,Dim_09_2808
2809,Stationwagon,576,2007,PREMACY,Purple,2022-03-01,102,Owner2809,price_2809,Engine_2809,License_2809,Dim_01_2809,Dim_02_2809,Dim_03_2809,Dim_04_2809,Dim_05_2809,Dim_06_2809,Dim_07_2809,Dim_08_2809,Dim_09_2809
2810,Hatchback,633,2008,GOLF,Blue,2021-11-10,114,Owner2810,price_2810,Engine_2810,License_2810,Dim_01_2810,Dim_02_2810,Dim_03_2810,Dim_04_2810,Dim_05_2810,Dim_06_2810,Dim_07_2810,Dim_08_2810,Dim_09_2810
2811,Hatchback,587,2005,NOTE,White,2021-10-18,102,Owner2811,price_2811,Engine_2811,License_2811,Dim_01_2811,Dim_02_2811,Dim_03_2811,Dim_04_2811,Dim_05_2811,Dim_06_2811,Dim_07_2811,Dim_08_2811,Dim_09_2811
2812,Hatchback,611,2005,SWIFT,Grey,2021-11-16,102,Owner2812,price_2812,Engine_2812,License_2812,Dim_01_2812,Dim_02_2812,Dim_03_2812,Dim_04_2812,Dim_05_2812,Dim_06_2812,Dim_07_2812,Dim_08_2812,Dim_09_2812
2813,Saloon,550,2001,TORNEO,Grey,2022-04-04,109,Owner2813,price_2813,Engine_2813,License_2813,Dim_01_2813,Dim_02_2813,Dim_03_2813,Dim_04_2813,Dim_05_2813,Dim_06_2813,Dim_07_2813,Dim_08_2813,Dim_09_2813
2814,Hatchback,633,2005,GOLF,Black,2021-12-20,102,Owner2814,price_2814,Engine_2814,License_2814,Dim_01_2814,Dim_02_2814,Dim_03_2814,Dim_04_2814,Dim_05_2814,Dim_06_2814,Dim_07_2814,Dim_08_2814,Dim_09_2814
2815,Trailer - Heavy,549,1974,TRAILER,White,2022-01-23,114,Owner2815,price_2815,Engine_2815,License_2815,Dim_01_2815,Dim_02_2815,Dim_03_2815,Dim_04_2815,Dim_05_2815,Dim_06_2815,Dim_07_2815,Dim_08_2815,Dim_09_2815
2816,Saloon,550,2006,ACCORD,Silver,2022-02-28,104,Owner2816,price_2816,Engine_2816,License_2816,Dim_01_2816,Dim_02_2816,Dim_03_2816,Dim_04_2816,Dim_05_2816,Dim_06_2816,Dim_07_2816,Dim_08_2816,Dim_09_2816
2817,Light Van,540,1978,FALCON,Blue,2021-11-10,111,Owner2817,price_2817,Engine_2817,License_2817,Dim_01_2817,Dim_02_2817,Dim_03_2817,Dim_04_2817,Dim_05_2817,Dim_06_2817,Dim_07_2817,Dim_08_2817,Dim_09_2817
2818,Hatchback,619,2015,AQUA,Silver,2021-11-14,102,Owner2818,price_2818,Engine_2818,License_2818,Dim_01_2818,Dim_02_2818,Dim_03_2818,Dim_04_2818,Dim_05_2818,Dim_06_2818,Dim_07_2818,Dim_08_2818,Dim_09_2818
2819,Utility,619,1996,HILUX,White,2021-12-21,115,Owner2819,price_2819,Engine_2819,License_2819,Dim_01_2819,Dim_02_2819,Dim_03_2819,Dim_04_2819,Dim_05_2819,Dim_06_2819,Dim_07_2819,Dim_08_2819,Dim_09_2819
2820,Trailer,623,1965,BURNETTS,Silver,2021-12-18,114,Owner2820,price_2820,Engine_2820,License_2820,Dim_01_2820,Dim_02_2820,Dim_03_2820,Dim_04_2820,Dim_05_2820,Dim_06_2820,Dim_07_2820,Dim_08_2820,Dim_09_2820
2821,Boat Trailer,623,2007,BOAT - JET SKI,Grey,2022-02-14,102,Owner2821,price_2821,Engine_2821,License_2821,Dim_01_2821,Dim_02_2821,Dim_03_2821,Dim_04_2821,Dim_05_2821,Dim_06_2821,Dim_07_2821,Dim_08_2821,Dim_09_2821
2822,Trailer,538,2007,BRENT SMITH TRAILERS,Silver,2022-02-08,104,Owner2822,price_2822,Engine_2822,License_2822,Dim_01_2822,Dim_02_2822,Dim_03_2822,Dim_04_2822,Dim_05_2822,Dim_06_2822,Dim_07_2822,Dim_08_2822,Dim_09_2822
2823,Boat Trailer,623,2006,BOAT,Silver,2021-12-27,107,Owner2823,price_2823,Engine_2823,License_2823,Dim_01_2823,Dim_02_2823,Dim_03_2823,Dim_04_2823,Dim_05_2823,Dim_06_2823,Dim_07_2823,Dim_08_2823,Dim_09_2823
2824,Trailer - Heavy,623,2007,LOCAL,Grey,2021-11-26,103,Owner2824,price_2824,Engine_2824,License_2824,Dim_01_2824,Dim_02_2824,Dim_03_2824,Dim_04_2824,Dim_05_2824,Dim_06_2824,Dim_07_2824,Dim_08_2824,Dim_09_2824
2825,Trailer,623,1982,HOMEMADE,Red,2022-01-25,114,Owner2825,price_2825,Engine_2825,License_2825,Dim_01_2825,Dim_02_2825,Dim_03_2825,Dim_04_2825,Dim_05_2825,Dim_06_2825,Dim_07_2825,Dim_08_2825,Dim_09_2825
2826,Trailer - Heavy,623,2007,PRESCOT TANDEM WHEEL,Silver,2022-01-28,102,Owner2826,price_2826,Engine_2826,License_2826,Dim_01_2826,Dim_02_2826,Dim_03_2826,Dim_04_2826,Dim_05_2826,Dim_06_2826,Dim_07_2826,Dim_08_2826,Dim_09_2826
2827,Trailer,623,2000,HOMEBUILT,Silver,2021-12-06,104,Owner2827,price_2827,Engine_2827,License_2827,Dim_01_2827,Dim_02_2827,Dim_03_2827,Dim_04_2827,Dim_05_2827,Dim_06_2827,Dim_07_2827,Dim_08_2827,Dim_09_2827
2828,Caravan,519,1994,COMPASS VANTAGE,White,2021-11-29,102,Owner2828,price_2828,Engine_2828,License_2828,Dim_01_2828,Dim_02_2828,Dim_03_2828,Dim_04_2828,Dim_05_2828,Dim_06_2828,Dim_07_2828,Dim_08_2828,Dim_09_2828
2829,Trailer,623,2007,BOX,Silver,2022-03-09,101,Owner2829,price_2829,Engine_2829,License_2829,Dim_01_2829,Dim_02_2829,Dim_03_2829,Dim_04_2829,Dim_05_2829,Dim_06_2829,Dim_07_2829,Dim_08_2829,Dim_09_2829
2830,Trailer - Heavy,623,2007,MOTORBIKE,Silver,2021-12-07,102,Owner2830,price_2830,Engine_2830,License_2830,Dim_01_2830,Dim_02_2830,Dim_03_2830,Dim_04_2830,Dim_05_2830,Dim_06_2830,Dim_07_2830,Dim_08_2830,Dim_09_2830
2831,Boat Trailer,623,2007,BOAT SMARTWAVE,Silver,2021-11-23,111,Owner2831,price_2831,Engine_2831,License_2831,Dim_01_2831,Dim_02_2831,Dim_03_2831,Dim_04_2831,Dim_05_2831,Dim_06_2831,Dim_07_2831,Dim_08_2831,Dim_09_2831
2832,Stationwagon,610,2006,LEGACY,Grey,2022-04-04,114,Owner2832,price_2832,Engine_2832,License_2832,Dim_01_2832,Dim_02_2832,Dim_03_2832,Dim_04_2832,Dim_05_2832,Dim_06_2832,Dim_07_2832,Dim_08_2832,Dim_09_2832
2833,Utility,540,2007,RANGER,White,2022-03-10,101,Owner2833,price_2833,Engine_2833,License_2833,Dim_01_2833,Dim_02_2833,Dim_03_2833,Dim_04_2833,Dim_05_2833,Dim_06_2833,Dim_07_2833,Dim_08_2833,Dim_09_2833
2834,Stationwagon,576,2005,PREMACY,Silver,2022-03-21,101,Owner2834,price_2834,Engine_2834,License_2834,Dim_01_2834,Dim_02_2834,Dim_03_2834,Dim_04_2834,Dim_05_2834,Dim_06_2834,Dim_07_2834,Dim_08_2834,Dim_09_2834
2835,Utility,548,2012,COMMODORE,Black,2022-02-24,102,Owner2835,price_2835,Engine_2835,License_2835,Dim_01_2835,Dim_02_2835,Dim_03_2835,Dim_04_2835,Dim_05_2835,Dim_06_2835,Dim_07_2835,Dim_08_2835,Dim_09_2835
2836,Saloon,610,2009,IMPREZA,Silver,2022-03-20,102,Owner2836,price_2836,Engine_2836,License_2836,Dim_01_2836,Dim_02_2836,Dim_03_2836,Dim_04_2836,Dim_05_2836,Dim_06_2836,Dim_07_2836,Dim_08_2836,Dim_09_2836
2837,Saloon,577,2000,C200,Silver,2021-12-22,102,Owner2837,price_2837,Engine_2837,License_2837,Dim_01_2837,Dim_02_2837,Dim_03_2837,Dim_04_2837,Dim_05_2837,Dim_06_2837,Dim_07_2837,Dim_08_2837,Dim_09_2837
2838,Saloon,619,2005,ALLION,Silver,2022-03-26,102,Owner2838,price_2838,Engine_2838,License_2838,Dim_01_2838,Dim_02_2838,Dim_03_2838,Dim_04_2838,Dim_05_2838,Dim_06_2838,Dim_07_2838,Dim_08_2838,Dim_09_2838
2839,Saloon,587,2006,SKYLINE,Red,2021-11-22,103,Owner2839,price_2839,Engine_2839,License_2839,Dim_01_2839,Dim_02_2839,Dim_03_2839,Dim_04_2839,Dim_05_2839,Dim_06_2839,Dim_07_2839,Dim_08_2839,Dim_09_2839
2840,Stationwagon,587,2005,PRESAGE,Blue,2021-11-29,102,Owner2840,price_2840,Engine_2840,License_2840,Dim_01_2840,Dim_02_2840,Dim_03_2840,Dim_04_2840,Dim_05_2840,Dim_06_2840,Dim_07_2840,Dim_08_2840,Dim_09_2840
2841,Light Bus,587,2009,CARAVAN,Silver,2022-01-31,101,Owner2841,price_2841,Engine_2841,License_2841,Dim_01_2841,Dim_02_2841,Dim_03_2841,Dim_04_2841,Dim_05_2841,Dim_06_2841,Dim_07_2841,Dim_08_2841,Dim_09_2841
2842,Stationwagon,619,2015,HIGHLANDER,Grey,2021-11-25,114,Owner2842,price_2842,Engine_2842,License_2842,Dim_01_2842,Dim_02_2842,Dim_03_2842,Dim_04_2842,Dim_05_2842,Dim_06_2842,Dim_07_2842,Dim_08_2842,Dim_09_2842
2843,Hatchback,633,2003,POLO,Red,2022-01-15,102,Owner2843,price_2843,Engine_2843,License_2843,Dim_01_2843,Dim_02_2843,Dim_03_2843,Dim_04_2843,Dim_05_2843,Dim_06_2843,Dim_07_2843,Dim_08_2843,Dim_09_2843
2844,Hatchback,521,2015,J3,Red,2022-01-07,103,Owner2844,price_2844,Engine_2844,License_2844,Dim_01_2844,Dim_02_2844,Dim_03_2844,Dim_04_2844,Dim_05_2844,Dim_06_2844,Dim_07_2844,Dim_08_2844,Dim_09_2844
2845,Saloon,619,2006,MARKX,White,2022-03-28,109,Owner2845,price_2845,Engine_2845,License_2845,Dim_01_2845,Dim_02_2845,Dim_03_2845,Dim_04_2845,Dim_05_2845,Dim_06_2845,Dim_07_2845,Dim_08_2845,Dim_09_2845
2846,Hatchback,611,2012,SWIFT,Silver,2021-12-31,114,Owner2846,price_2846,Engine_2846,License_2846,Dim_01_2846,Dim_02_2846,Dim_03_2846,Dim_04_2846,Dim_05_2846,Dim_06_2846,Dim_07_2846,Dim_08_2846,Dim_09_2846
2847,Stationwagon,550,2001,ACCORD,Silver,2022-03-29,102,Owner2847,price_2847,Engine_2847,License_2847,Dim_01_2847,Dim_02_2847,Dim_03_2847,Dim_04_2847,Dim_05_2847,Dim_06_2847,Dim_07_2847,Dim_08_2847,Dim_09_2847
2848,Stationwagon,534,2008,NITRO,Silver,2022-02-25,109,Owner2848,price_2848,Engine_2848,License_2848,Dim_01_2848,Dim_02_2848,Dim_03_2848,Dim_04_2848,Dim_05_2848,Dim_06_2848,Dim_07_2848,Dim_08_2848,Dim_09_2848
2849,Light Van,619,2009,REGIUS,Silver,2021-11-13,109,Owner2849,price_2849,Engine_2849,License_2849,Dim_01_2849,Dim_02_2849,Dim_03_2849,Dim_04_2849,Dim_05_2849,Dim_06_2849,Dim_07_2849,Dim_08_2849,Dim_09_2849
2850,Stationwagon,576,2004,MPV,Grey,2022-03-17,102,Owner2850,price_2850,Engine_2850,License_2850,Dim_01_2850,Dim_02_2850,Dim_03_2850,Dim_04_2850,Dim_05_2850,Dim_06_2850,Dim_07_2850,Dim_08_2850,Dim_09_2850
2851,Stationwagon,619,2007,RAUM,Blue,2022-03-16,102,Owner2851,price_2851,Engine_2851,License_2851,Dim_01_2851,Dim_02_2851,Dim_03_2851,Dim_04_2851,Dim_05_2851,Dim_06_2851,Dim_07_2851,Dim_08_2851,Dim_09_2851
2852,Saloon,576,2007,AXELA,White,2022-03-27,104,Owner2852,price_2852,Engine_2852,License_2852,Dim_01_2852,Dim_02_2852,Dim_03_2852,Dim_04_2852,Dim_05_2852,Dim_06_2852,Dim_07_2852,Dim_08_2852,Dim_09_2852
2853,Hatchback,576,2004,DEMIO,Silver,2022-04-04,102,Owner2853,price_2853,Engine_2853,License_2853,Dim_01_2853,Dim_02_2853,Dim_03_2853,Dim_04_2853,Dim_05_2853,Dim_06_2853,Dim_07_2853,Dim_08_2853,Dim_09_2853
2854,Hatchback,587,2004,MARCH,Silver,2022-02-05,102,Owner2854,price_2854,Engine_2854,License_2854,Dim_01_2854,Dim_02_2854,Dim_03_2854,Dim_04_2854,Dim_05_2854,Dim_06_2854,Dim_07_2854,Dim_08_2854,Dim_09_2854
2855,Hatchback,619,2006,VITZ,White,2022-03-25,105,Owner2855,price_2855,Engine_2855,License_2855,Dim_01_2855,Dim_02_2855,Dim_03_2855,Dim_04_2855,Dim_05_2855,Dim_06_2855,Dim_07_2855,Dim_08_2855,Dim_09_2855
2856,Stationwagon,610,2006,FORESTER,Black,2022-04-04,102,Owner2856,price_2856,Engine_2856,License_2856,Dim_01_2856,Dim_02_2856,Dim_03_2856,Dim_04_2856,Dim_05_2856,Dim_06_2856,Dim_07_2856,Dim_08_2856,Dim_09_2856
2857,Stationwagon,577,2001,ML320,Blue,2022-02-11,103,Owner2857,price_2857,Engine_2857,License_2857,Dim_01_2857,Dim_02_2857,Dim_03_2857,Dim_04_2857,Dim_05_2857,Dim_06_2857,Dim_07_2857,Dim_08_2857,Dim_09_2857
2858,Utility,576,2001,BOUNTY,Green,2021-12-16,105,Owner2858,price_2858,Engine_2858,License_2858,Dim_01_2858,Dim_02_2858,Dim_03_2858,Dim_04_2858,Dim_05_2858,Dim_06_2858,Dim_07_2858,Dim_08_2858,Dim_09_2858
2859,Stationwagon,610,2006,FORESTER,Black,2022-01-08,103,Owner2859,price_2859,Engine_2859,License_2859,Dim_01_2859,Dim_02_2859,Dim_03_2859,Dim_04_2859,Dim_05_2859,Dim_06_2859,Dim_07_2859,Dim_08_2859,Dim_09_2859
2860,Stationwagon,610,2006,FORESTER,Black,2022-01-08,103,Owner2860,price_2860,Engine_2860,License_2860,Dim_01_2860,Dim_02_2860,Dim_03_2860,Dim_04_2860,Dim_05_2860,Dim_06_2860,Dim_07_2860,Dim_08_2860,Dim_09_2860
2861,Sports Car,576,2006,RX8,Black,2022-03-01,104,Owner2861,price_2861,Engine_2861,License_2861,Dim_01_2861,Dim_02_2861,Dim_03_2861,Dim_04_2861,Dim_05_2861,Dim_06_2861,Dim_07_2861,Dim_08_2861,Dim_09_2861
2862,Stationwagon,550,2004,CRV,Silver,2022-01-19,101,Owner2862,price_2862,Engine_2862,License_2862,Dim_01_2862,Dim_02_2862,Dim_03_2862,Dim_04_2862,Dim_05_2862,Dim_06_2862,Dim_07_2862,Dim_08_2862,Dim_09_2862
2863,Light Van,619,2015,HIACE,White,2022-04-06,103,Owner2863,price_2863,Engine_2863,License_2863,Dim_01_2863,Dim_02_2863,Dim_03_2863,Dim_04_2863,Dim_05_2863,Dim_06_2863,Dim_07_2863,Dim_08_2863,Dim_09_2863
2864,Stationwagon,548,2008,COMMODORE,Red,2022-03-06,116,Owner2864,price_2864,Engine_2864,License_2864,Dim_01_2864,Dim_02_2864,Dim_03_2864,Dim_04_2864,Dim_05_2864,Dim_06_2864,Dim_07_2864,Dim_08_2864,Dim_09_2864
2865,Light Van,576,2009,BONGO,White,2022-03-26,109,Owner2865,price_2865,Engine_2865,License_2865,Dim_01_2865,Dim_02_2865,Dim_03_2865,Dim_04_2865,Dim_05_2865,Dim_06_2865,Dim_07_2865,Dim_08_2865,Dim_09_2865
2866,Hatchback,633,2006,GOLF,Silver,2022-02-05,102,Owner2866,price_2866,Engine_2866,License_2866,Dim_01_2866,Dim_02_2866,Dim_03_2866,Dim_04_2866,Dim_05_2866,Dim_06_2866,Dim_07_2866,Dim_08_2866,Dim_09_2866
2867,Stationwagon,548,2012,CAPTIVA,Grey,2021-11-29,104,Owner2867,price_2867,Engine_2867,License_2867,Dim_01_2867,Dim_02_2867,Dim_03_2867,Dim_04_2867,Dim_05_2867,Dim_06_2867,Dim_07_2867,Dim_08_2867,Dim_09_2867
